County,State,Value,Category Range,Year
Henry,MO,187.8,172.4 - 215.1 (641),2016-2018
Henry,AL,208.9,172.4 - 215.1 (641),2016-2018
Henry,KY,231.3,215.2 - 263.3 (645),2016-2018
Henry,VA,247.1,215.2 - 263.3 (645),2016-2018
Henry,IN,256.8,215.2 - 263.3 (645),2016-2018
Henry,GA,270.1,263.4 - 329.2 (643),2016-2018
Henry,IL,273.3,263.4 - 329.2 (643),2016-2018
Henry,TN,283.1,263.4 - 329.2 (643),2016-2018
Henry,IA,285,263.4 - 329.2 (643),2016-2018
Henry,OH,285.2,263.4 - 329.2 (643),2016-2018
Herkimer,NY,271.8,263.4 - 329.2 (643),2016-2018
Hernando,FL,320,263.4 - 329.2 (643),2016-2018
Hertford,NC,469.9,329.3 - 1136.3 (644),2016-2018
Hettinger,ND,117.1,37.8 - 172.3 (647),2016-2018
Hickman,KY,155.5,37.8 - 172.3 (647),2016-2018
Hickman,TN,188.2,172.4 - 215.1 (641),2016-2018
Hickory,MO,167.9,37.8 - 172.3 (647),2016-2018
Hidalgo,TX,169.1,37.8 - 172.3 (647),2016-2018
Hidalgo,NM,184.5,172.4 - 215.1 (641),2016-2018
Highland,VA,175.1,172.4 - 215.1 (641),2016-2018
Highland,OH,230,215.2 - 263.3 (645),2016-2018
Highlands,FL,195.1,172.4 - 215.1 (641),2016-2018
Hill,MT,241.2,215.2 - 263.3 (645),2016-2018
Hill,TX,321.5,263.4 - 329.2 (643),2016-2018
Hillsborough,NH,181.9,172.4 - 215.1 (641),2016-2018
Hillsborough,FL,258.4,215.2 - 263.3 (645),2016-2018
Hillsdale,MI,390.3,329.3 - 1136.3 (644),2016-2018
Hinds,MS,422.1,329.3 - 1136.3 (644),2016-2018
Hinsdale,CO,134.9,37.8 - 172.3 (647),2016-2018
Hitchcock,NE,158.7,37.8 - 172.3 (647),2016-2018
Hocking,OH,262.3,215.2 - 263.3 (645),2016-2018
Hockley,TX,381.1,329.3 - 1136.3 (644),2016-2018
Hodgeman,KS,237,215.2 - 263.3 (645),2016-2018
Hoke,NC,362.9,329.3 - 1136.3 (644),2016-2018
Holmes,OH,250,215.2 - 263.3 (645),2016-2018
Holmes,FL,339.2,329.3 - 1136.3 (644),2016-2018
Holmes,MS,439.7,329.3 - 1136.3 (644),2016-2018
Holt,NE,269.5,263.4 - 329.2 (643),2016-2018
Holt,MO,273.6,263.4 - 329.2 (643),2016-2018
Honolulu,HI,170.8,37.8 - 172.3 (647),2016-2018
Hood,TX,329.4,329.3 - 1136.3 (644),2016-2018
Hood River,OR,199.9,172.4 - 215.1 (641),2016-2018
Hooker,NE,142.1,37.8 - 172.3 (647),2016-2018
Hoonah-Angoon,AK,141.4,37.8 - 172.3 (647),2016-2018
Hopewell,VA,238.8,215.2 - 263.3 (645),2016-2018
Hopkins,TX,202.6,172.4 - 215.1 (641),2016-2018
Hopkins,KY,334.3,329.3 - 1136.3 (644),2016-2018
Hormigueros,PR,316,263.4 - 329.2 (643),2016-2018
Horry,SC,171.8,37.8 - 172.3 (647),2016-2018
Hot Spring,AR,241.6,215.2 - 263.3 (645),2016-2018
Hot Springs,WY,358.6,329.3 - 1136.3 (644),2016-2018
Houghton,MI,234.1,215.2 - 263.3 (645),2016-2018
Houston,GA,164.3,37.8 - 172.3 (647),2016-2018
Houston,AL,208.3,172.4 - 215.1 (641),2016-2018
Houston,MN,254.7,215.2 - 263.3 (645),2016-2018
Houston,TN,284.3,263.4 - 329.2 (643),2016-2018
Houston,TX,296.3,263.4 - 329.2 (643),2016-2018
Howard,MD,162,37.8 - 172.3 (647),2016-2018
Howard,IA,207.9,172.4 - 215.1 (641),2016-2018
Howard,NE,280.9,263.4 - 329.2 (643),2016-2018
Howard,MO,281.8,263.4 - 329.2 (643),2016-2018
Howard,AR,294.8,263.4 - 329.2 (643),2016-2018
Howard,IN,300,263.4 - 329.2 (643),2016-2018
Howard,TX,520.3,329.3 - 1136.3 (644),2016-2018
Howell,MO,235.6,215.2 - 263.3 (645),2016-2018
Hubbard,MN,153.9,37.8 - 172.3 (647),2016-2018
Hudson,NJ,225.3,215.2 - 263.3 (645),2016-2018
Hudspeth,TX,319.4,263.4 - 329.2 (643),2016-2018
Huerfano,CO,268.8,263.4 - 329.2 (643),2016-2018
Hughes,SD,188.6,172.4 - 215.1 (641),2016-2018
Hughes,OK,555.4,329.3 - 1136.3 (644),2016-2018
Humacao,PR,359.9,329.3 - 1136.3 (644),2016-2018
Humboldt,CA,246.4,215.2 - 263.3 (645),2016-2018
Humboldt,IA,258.3,215.2 - 263.3 (645),2016-2018
Humboldt,NV,328.9,263.4 - 329.2 (643),2016-2018
Humphreys,TN,247.2,215.2 - 263.3 (645),2016-2018
Humphreys,MS,638.1,329.3 - 1136.3 (644),2016-2018
Hunt,TX,304.3,263.4 - 329.2 (643),2016-2018
Hunterdon,NJ,146.3,37.8 - 172.3 (647),2016-2018
Huntingdon,PA,186.5,172.4 - 215.1 (641),2016-2018
Huntington,IN,260,215.2 - 263.3 (645),2016-2018
Huron,MI,254.6,215.2 - 263.3 (645),2016-2018
Huron,OH,351.2,329.3 - 1136.3 (644),2016-2018
Hutchinson,SD,299.8,263.4 - 329.2 (643),2016-2018
Hutchinson,TX,332.9,329.3 - 1136.3 (644),2016-2018
Hyde,NC,335.8,329.3 - 1136.3 (644),2016-2018
Hyde,SD,360.7,329.3 - 1136.3 (644),2016-2018
Iberia,LA,255.7,215.2 - 263.3 (645),2016-2018
Iberville,LA,253.1,215.2 - 263.3 (645),2016-2018
Ida,IA,332.2,329.3 - 1136.3 (644),2016-2018
Idaho,ID,119.4,37.8 - 172.3 (647),2016-2018
Imperial,CA,277.4,263.4 - 329.2 (643),2016-2018
Independence,AR,258.2,215.2 - 263.3 (645),2016-2018
Indian River,FL,110.9,37.8 - 172.3 (647),2016-2018
Indiana,PA,227.2,215.2 - 263.3 (645),2016-2018
Ingham,MI,218.8,215.2 - 263.3 (645),2016-2018
Inyo,CA,218.4,215.2 - 263.3 (645),2016-2018
Ionia,MI,258,215.2 - 263.3 (645),2016-2018
Iosco,MI,216.5,215.2 - 263.3 (645),2016-2018
Iowa,WI,255.2,215.2 - 263.3 (645),2016-2018
Iowa,IA,324.6,263.4 - 329.2 (643),2016-2018
Iredell,NC,171.9,37.8 - 172.3 (647),2016-2018
Irion,TX,247.2,215.2 - 263.3 (645),2016-2018
Iron,UT,79.7,37.8 - 172.3 (647),2016-2018
Iron,MI,136.2,37.8 - 172.3 (647),2016-2018
Iron,WI,180.4,172.4 - 215.1 (641),2016-2018
Iron,MO,242.5,215.2 - 263.3 (645),2016-2018
Iroquois,IL,322.3,263.4 - 329.2 (643),2016-2018
Irwin,GA,467.5,329.3 - 1136.3 (644),2016-2018
Isabela,PR,354,329.3 - 1136.3 (644),2016-2018
Isabella,MI,180.8,172.4 - 215.1 (641),2016-2018
Isanti,MN,233.5,215.2 - 263.3 (645),2016-2018
Island,WA,208.2,172.4 - 215.1 (641),2016-2018
Isle of Wight,VA,253.1,215.2 - 263.3 (645),2016-2018
Issaquena,MS,268.7,263.4 - 329.2 (643),2016-2018
Itasca,MN,197.2,172.4 - 215.1 (641),2016-2018
Itawamba,MS,212.1,172.4 - 215.1 (641),2016-2018
Izard,AR,236.2,215.2 - 263.3 (645),2016-2018
Jack,TX,510.6,329.3 - 1136.3 (644),2016-2018
Jackson,IL,116.2,37.8 - 172.3 (647),2016-2018
Jackson,AL,129.9,37.8 - 172.3 (647),2016-2018
Jackson,IA,149.7,37.8 - 172.3 (647),2016-2018
Jackson,KY,157.6,37.8 - 172.3 (647),2016-2018
Jackson,NC,158.5,37.8 - 172.3 (647),2016-2018
Jackson,CO,170.6,37.8 - 172.3 (647),2016-2018
Jackson,KS,180.6,172.4 - 215.1 (641),2016-2018
Jackson,MO,184.2,172.4 - 215.1 (641),2016-2018
Jackson,OR,203.7,172.4 - 215.1 (641),2016-2018
Jackson,MN,207.5,172.4 - 215.1 (641),2016-2018
Jackson,GA,210.6,172.4 - 215.1 (641),2016-2018
Jackson,FL,220.2,215.2 - 263.3 (645),2016-2018
Jackson,SD,223.7,215.2 - 263.3 (645),2016-2018
Jackson,WI,240.7,215.2 - 263.3 (645),2016-2018
Jackson,TN,256.5,215.2 - 263.3 (645),2016-2018
Jackson,IN,269.5,263.4 - 329.2 (643),2016-2018
Jackson,TX,270.2,263.4 - 329.2 (643),2016-2018
Jackson,OH,278.7,263.4 - 329.2 (643),2016-2018
Jackson,WV,299.6,263.4 - 329.2 (643),2016-2018
Jackson,MI,315.8,263.4 - 329.2 (643),2016-2018
Jackson,AR,336.3,329.3 - 1136.3 (644),2016-2018
Jackson,LA,416.6,329.3 - 1136.3 (644),2016-2018
Jackson,OK,440.5,329.3 - 1136.3 (644),2016-2018
Jackson,MS,778.6,329.3 - 1136.3 (644),2016-2018
James City,VA,146.4,37.8 - 172.3 (647),2016-2018
Jasper,GA,126.1,37.8 - 172.3 (647),2016-2018
Jasper,MO,133.3,37.8 - 172.3 (647),2016-2018
Jasper,IA,151.4,37.8 - 172.3 (647),2016-2018
Jasper,IN,165.3,37.8 - 172.3 (647),2016-2018
Jasper,IL,246.6,215.2 - 263.3 (645),2016-2018
Jasper,SC,261.4,215.2 - 263.3 (645),2016-2018
Jasper,TX,335.8,329.3 - 1136.3 (644),2016-2018
Jasper,MS,397.3,329.3 - 1136.3 (644),2016-2018
Jay,IN,346,329.3 - 1136.3 (644),2016-2018
Jayuya,PR,322.7,263.4 - 329.2 (643),2016-2018
Jeff Davis,TX,180.4,172.4 - 215.1 (641),2016-2018
Jeff Davis,GA,252.6,215.2 - 263.3 (645),2016-2018
Jefferson,MT,116.4,37.8 - 172.3 (647),2016-2018
Jefferson,NE,133.9,37.8 - 172.3 (647),2016-2018
Jefferson,ID,142.3,37.8 - 172.3 (647),2016-2018
Jefferson,AL,155.4,37.8 - 172.3 (647),2016-2018
Jefferson,WA,173,172.4 - 215.1 (641),2016-2018
Jefferson,TN,181.3,172.4 - 215.1 (641),2016-2018
Jefferson,IA,181.6,172.4 - 215.1 (641),2016-2018
Jefferson,WI,185.9,172.4 - 215.1 (641),2016-2018
Jefferson,KS,188.9,172.4 - 215.1 (641),2016-2018
Jefferson,PA,191.3,172.4 - 215.1 (641),2016-2018
Jefferson,WV,209,172.4 - 215.1 (641),2016-2018
Jefferson,CO,214.9,172.4 - 215.1 (641),2016-2018
Jefferson,IL,216,215.2 - 263.3 (645),2016-2018
Jefferson,NY,220.7,215.2 - 263.3 (645),2016-2018
Jefferson,KY,230.9,215.2 - 263.3 (645),2016-2018
Jefferson,OR,247.8,215.2 - 263.3 (645),2016-2018
Jefferson,OH,254,215.2 - 263.3 (645),2016-2018
Jefferson,LA,257.9,215.2 - 263.3 (645),2016-2018
Jefferson,MO,260.1,215.2 - 263.3 (645),2016-2018
Jefferson,FL,263.3,215.2 - 263.3 (645),2016-2018
Jefferson,AR,305,263.4 - 329.2 (643),2016-2018
Jefferson,IN,328.8,263.4 - 329.2 (643),2016-2018
Jefferson,TX,403.3,329.3 - 1136.3 (644),2016-2018
Jefferson,OK,492.4,329.3 - 1136.3 (644),2016-2018
Jefferson,MS,525.8,329.3 - 1136.3 (644),2016-2018
Jefferson,GA,567.5,329.3 - 1136.3 (644),2016-2018
Jefferson Davis,LA,102.6,37.8 - 172.3 (647),2016-2018
Jefferson Davis,MS,252.2,215.2 - 263.3 (645),2016-2018
Jenkins,GA,460.1,329.3 - 1136.3 (644),2016-2018
Jennings,IN,234.9,215.2 - 263.3 (645),2016-2018
Jerauld,SD,395.6,329.3 - 1136.3 (644),2016-2018
Jerome,ID,175.5,172.4 - 215.1 (641),2016-2018
Jersey,IL,298.1,263.4 - 329.2 (643),2016-2018
Jessamine,KY,237.5,215.2 - 263.3 (645),2016-2018
Jewell,KS,143.5,37.8 - 172.3 (647),2016-2018
Jim Hogg,TX,300.3,263.4 - 329.2 (643),2016-2018
Jim Wells,TX,286.1,263.4 - 329.2 (643),2016-2018
Jo Daviess,IL,228.2,215.2 - 263.3 (645),2016-2018
Johnson,KS,98.9,37.8 - 172.3 (647),2016-2018
Johnson,TN,125.3,37.8 - 172.3 (647),2016-2018
Johnson,MO,162,37.8 - 172.3 (647),2016-2018
Johnson,IL,165.4,37.8 - 172.3 (647),2016-2018
Johnson,WY,166.2,37.8 - 172.3 (647),2016-2018
Johnson,NE,255.1,215.2 - 263.3 (645),2016-2018
Johnson,GA,255.3,215.2 - 263.3 (645),2016-2018
Johnson,IN,257.7,215.2 - 263.3 (645),2016-2018
Johnson,KY,289.9,263.4 - 329.2 (643),2016-2018
Johnson,AR,299.9,263.4 - 329.2 (643),2016-2018
Johnson,IA,326.5,263.4 - 329.2 (643),2016-2018
Johnson,TX,386.7,329.3 - 1136.3 (644),2016-2018
Johnston,NC,220.5,215.2 - 263.3 (645),2016-2018
Johnston,OK,520.4,329.3 - 1136.3 (644),2016-2018
Jones,GA,175.4,172.4 - 215.1 (641),2016-2018
Jones,SD,209.7,172.4 - 215.1 (641),2016-2018
Jones,IA,248.9,215.2 - 263.3 (645),2016-2018
Jones,NC,284,263.4 - 329.2 (643),2016-2018
Jones,TX,299.5,263.4 - 329.2 (643),2016-2018
Jones,MS,310.5,263.4 - 329.2 (643),2016-2018
Josephine,OR,279.6,263.4 - 329.2 (643),2016-2018
Juab,UT,117.1,37.8 - 172.3 (647),2016-2018
Juana Diaz,PR,315.7,263.4 - 329.2 (643),2016-2018
Judith Basin,MT,287.5,263.4 - 329.2 (643),2016-2018
Juncos,PR,335,329.3 - 1136.3 (644),2016-2018
Juneau,AK,142.6,37.8 - 172.3 (647),2016-2018
Juneau,WI,376.6,329.3 - 1136.3 (644),2016-2018
Juniata,PA,156.7,37.8 - 172.3 (647),2016-2018
Kalamazoo,MI,175.3,172.4 - 215.1 (641),2016-2018
Kalawao,HI,265.3,263.4 - 329.2 (643),2016-2018
Kalkaska,MI,204.7,172.4 - 215.1 (641),2016-2018
Kanabec,MN,259.1,215.2 - 263.3 (645),2016-2018
Kanawha,WV,291.3,263.4 - 329.2 (643),2016-2018
Kandiyohi,MN,199.4,172.4 - 215.1 (641),2016-2018
Kane,IL,127.4,37.8 - 172.3 (647),2016-2018
Kane,UT,143.1,37.8 - 172.3 (647),2016-2018
Kankakee,IL,200.6,172.4 - 215.1 (641),2016-2018
Karnes,TX,315.2,263.4 - 329.2 (643),2016-2018
Kauai,HI,141.7,37.8 - 172.3 (647),2016-2018
Kaufman,TX,268.7,263.4 - 329.2 (643),2016-2018
Kay,OK,497.4,329.3 - 1136.3 (644),2016-2018
Kearney,NE,209,172.4 - 215.1 (641),2016-2018
Kearny,KS,42.2,37.8 - 172.3 (647),2016-2018
Keith,NE,120.1,37.8 - 172.3 (647),2016-2018
Kemper,MS,313.8,263.4 - 329.2 (643),2016-2018
Kenai Peninsula,AK,156.1,37.8 - 172.3 (647),2016-2018
Kendall,IL,128,37.8 - 172.3 (647),2016-2018
Kendall,TX,352.3,329.3 - 1136.3 (644),2016-2018
Kenedy,TX,175.1,172.4 - 215.1 (641),2016-2018
Kennebec,ME,152.6,37.8 - 172.3 (647),2016-2018
Kenosha,WI,238.2,215.2 - 263.3 (645),2016-2018
Kent,DE,246.7,215.2 - 263.3 (645),2016-2018
Kent,MI,290.1,263.4 - 329.2 (643),2016-2018
Kent,MD,291.8,263.4 - 329.2 (643),2016-2018
Kent,RI,299.3,263.4 - 329.2 (643),2016-2018
Kent,TX,328.9,263.4 - 329.2 (643),2016-2018
Kenton,KY,341.6,329.3 - 1136.3 (644),2016-2018
Keokuk,IA,288.2,263.4 - 329.2 (643),2016-2018
Kern,CA,351.3,329.3 - 1136.3 (644),2016-2018
Kerr,TX,261.4,215.2 - 263.3 (645),2016-2018
Kershaw,SC,238,215.2 - 263.3 (645),2016-2018
Ketchikan Gateway,AK,118.8,37.8 - 172.3 (647),2016-2018
Kewaunee,WI,191.1,172.4 - 215.1 (641),2016-2018
Keweenaw,MI,234,215.2 - 263.3 (645),2016-2018
Keya Paha,NE,198.5,172.4 - 215.1 (641),2016-2018
Kidder,ND,114.6,37.8 - 172.3 (647),2016-2018
Kimball,NE,241,215.2 - 263.3 (645),2016-2018
Kimble,TX,291.9,263.4 - 329.2 (643),2016-2018
King,WA,187.5,172.4 - 215.1 (641),2016-2018
King,TX,366.7,329.3 - 1136.3 (644),2016-2018
King and Queen,VA,201.6,172.4 - 215.1 (641),2016-2018
King George,VA,113.6,37.8 - 172.3 (647),2016-2018
King William,VA,216.8,215.2 - 263.3 (645),2016-2018
Kingfisher,OK,562.3,329.3 - 1136.3 (644),2016-2018
Kingman,KS,247.5,215.2 - 263.3 (645),2016-2018
Kings,CA,269,263.4 - 329.2 (643),2016-2018
Kings,NY,295.9,263.4 - 329.2 (643),2016-2018
Kingsbury,SD,231.3,215.2 - 263.3 (645),2016-2018
Kinney,TX,194.5,172.4 - 215.1 (641),2016-2018
Kiowa,KS,168.3,37.8 - 172.3 (647),2016-2018
Kiowa,CO,332.5,329.3 - 1136.3 (644),2016-2018
Kiowa,OK,494.7,329.3 - 1136.3 (644),2016-2018
Kit Carson,CO,173.1,172.4 - 215.1 (641),2016-2018
Kitsap,WA,196.9,172.4 - 215.1 (641),2016-2018
Kittitas,WA,169.4,37.8 - 172.3 (647),2016-2018
Kittson,MN,360.6,329.3 - 1136.3 (644),2016-2018
Klamath,OR,316.4,263.4 - 329.2 (643),2016-2018
Kleberg,TX,399.1,329.3 - 1136.3 (644),2016-2018
Klickitat,WA,166.4,37.8 - 172.3 (647),2016-2018
Knott,KY,298.3,263.4 - 329.2 (643),2016-2018
Knox,MO,124.3,37.8 - 172.3 (647),2016-2018
Knox,ME,160.8,37.8 - 172.3 (647),2016-2018
Knox,NE,242.8,215.2 - 263.3 (645),2016-2018
Knox,IL,252,215.2 - 263.3 (645),2016-2018
Knox,OH,256.5,215.2 - 263.3 (645),2016-2018
Knox,TN,314,263.4 - 329.2 (643),2016-2018
Knox,TX,327,263.4 - 329.2 (643),2016-2018
Knox,IN,338.6,329.3 - 1136.3 (644),2016-2018
Knox,KY,416.4,329.3 - 1136.3 (644),2016-2018
Kodiak Island,AK,104.6,37.8 - 172.3 (647),2016-2018
Koochiching,MN,168.9,37.8 - 172.3 (647),2016-2018
Kootenai,ID,308.9,263.4 - 329.2 (643),2016-2018
Kosciusko,IN,296.2,263.4 - 329.2 (643),2016-2018
Kossuth,IA,202.4,172.4 - 215.1 (641),2016-2018
Kusilvak,AK,88.1,37.8 - 172.3 (647),2016-2018
La Crosse,WI,244,215.2 - 263.3 (645),2016-2018
La Paz,AZ,344.4,329.3 - 1136.3 (644),2016-2018
La Plata,CO,88.4,37.8 - 172.3 (647),2016-2018
La Salle,LA,324.2,263.4 - 329.2 (643),2016-2018
La Salle,TX,325.6,263.4 - 329.2 (643),2016-2018
Labette,KS,194.4,172.4 - 215.1 (641),2016-2018
Lac qui Parle,MN,190.7,172.4 - 215.1 (641),2016-2018
Lackawanna,PA,177,172.4 - 215.1 (641),2016-2018
Laclede,MO,218.4,215.2 - 263.3 (645),2016-2018
Lafayette,WI,140.8,37.8 - 172.3 (647),2016-2018
Lafayette,LA,185.6,172.4 - 215.1 (641),2016-2018
Lafayette,MO,248.8,215.2 - 263.3 (645),2016-2018
Lafayette,MS,380.2,329.3 - 1136.3 (644),2016-2018
Lafayette,FL,394.1,329.3 - 1136.3 (644),2016-2018
Lafayette,AR,486,329.3 - 1136.3 (644),2016-2018
Lafourche,LA,152.4,37.8 - 172.3 (647),2016-2018
LaGrange,IN,289.5,263.4 - 329.2 (643),2016-2018
Lajas,PR,380,329.3 - 1136.3 (644),2016-2018
Lake,CO,55.3,37.8 - 172.3 (647),2016-2018
Lake,IL,130.3,37.8 - 172.3 (647),2016-2018
Lake,MT,139.2,37.8 - 172.3 (647),2016-2018
Lake,FL,199.6,172.4 - 215.1 (641),2016-2018
Lake,SD,213,172.4 - 215.1 (641),2016-2018
Lake,MI,223.2,215.2 - 263.3 (645),2016-2018
Lake,IN,225.2,215.2 - 263.3 (645),2016-2018
Lake,OH,243.5,215.2 - 263.3 (645),2016-2018
Lake,CA,266.8,263.4 - 329.2 (643),2016-2018
Lake,MN,269,263.4 - 329.2 (643),2016-2018
Lake,OR,281.7,263.4 - 329.2 (643),2016-2018
Lake,TN,445.4,329.3 - 1136.3 (644),2016-2018
Lake and Peninsula,AK,238.6,215.2 - 263.3 (645),2016-2018
Lake of the Woods,MN,303,263.4 - 329.2 (643),2016-2018
Lamar,MS,102,37.8 - 172.3 (647),2016-2018
Lamar,AL,204.4,172.4 - 215.1 (641),2016-2018
Lamar,GA,215.8,215.2 - 263.3 (645),2016-2018
Lamar,TX,261,215.2 - 263.3 (645),2016-2018
Lamb,TX,387.5,329.3 - 1136.3 (644),2016-2018
Lamoille,VT,321.2,263.4 - 329.2 (643),2016-2018
LaMoure,ND,181.9,172.4 - 215.1 (641),2016-2018
Lampasas,TX,408.3,329.3 - 1136.3 (644),2016-2018
Lancaster,PA,167.8,37.8 - 172.3 (647),2016-2018
Lancaster,VA,210,172.4 - 215.1 (641),2016-2018
Lancaster,SC,213.9,172.4 - 215.1 (641),2016-2018
Lancaster,NE,254.4,215.2 - 263.3 (645),2016-2018
Lander,NV,258.8,215.2 - 263.3 (645),2016-2018
Lane,KS,126.9,37.8 - 172.3 (647),2016-2018
Lane,OR,302.6,263.4 - 329.2 (643),2016-2018
Langlade,WI,247,215.2 - 263.3 (645),2016-2018
Lanier,GA,256.1,215.2 - 263.3 (645),2016-2018
Lapeer,MI,187.1,172.4 - 215.1 (641),2016-2018
LaPorte,IN,281.8,263.4 - 329.2 (643),2016-2018
Laramie,WY,244.6,215.2 - 263.3 (645),2016-2018
Lares,PR,359.4,329.3 - 1136.3 (644),2016-2018
Larimer,CO,186.4,172.4 - 215.1 (641),2016-2018
Larue,KY,300.3,263.4 - 329.2 (643),2016-2018
Las Animas,CO,254.5,215.2 - 263.3 (645),2016-2018
Las Marias,PR,322.8,263.4 - 329.2 (643),2016-2018
Las Piedras,PR,359.7,329.3 - 1136.3 (644),2016-2018
LaSalle,IL,254.6,215.2 - 263.3 (645),2016-2018
Lassen,CA,296.5,263.4 - 329.2 (643),2016-2018
Latah,ID,150.9,37.8 - 172.3 (647),2016-2018
Latimer,OK,563.8,329.3 - 1136.3 (644),2016-2018
Lauderdale,MS,37.8,37.8 - 172.3 (647),2016-2018
Lauderdale,AL,101.7,37.8 - 172.3 (647),2016-2018
Lauderdale,TN,395.9,329.3 - 1136.3 (644),2016-2018
Laurel,KY,226.8,215.2 - 263.3 (645),2016-2018
Laurens,GA,344.8,329.3 - 1136.3 (644),2016-2018
Laurens,SC,392.5,329.3 - 1136.3 (644),2016-2018
Lavaca,TX,285.5,263.4 - 329.2 (643),2016-2018
Lawrence,AL,119.1,37.8 - 172.3 (647),2016-2018
Lawrence,MO,171.4,37.8 - 172.3 (647),2016-2018
Lawrence,PA,202.9,172.4 - 215.1 (641),2016-2018
Lawrence,AR,225.4,215.2 - 263.3 (645),2016-2018
Lawrence,SD,240.2,215.2 - 263.3 (645),2016-2018
Lawrence,TN,258.6,215.2 - 263.3 (645),2016-2018
Lawrence,KY,308.9,263.4 - 329.2 (643),2016-2018
Lawrence,IL,313,263.4 - 329.2 (643),2016-2018
Lawrence,MS,319.7,263.4 - 329.2 (643),2016-2018
Lawrence,OH,329.1,263.4 - 329.2 (643),2016-2018
Lawrence,IN,451.6,329.3 - 1136.3 (644),2016-2018
Le Flore,OK,509.7,329.3 - 1136.3 (644),2016-2018
Le Sueur,MN,299.6,263.4 - 329.2 (643),2016-2018
Lea,NM,254.8,215.2 - 263.3 (645),2016-2018
Leake,MS,313.7,263.4 - 329.2 (643),2016-2018
Leavenworth,KS,146.7,37.8 - 172.3 (647),2016-2018
Lebanon,PA,124.9,37.8 - 172.3 (647),2016-2018
Lee,GA,149.7,37.8 - 172.3 (647),2016-2018
Lee,FL,179.4,172.4 - 215.1 (641),2016-2018
Lee,IL,187.6,172.4 - 215.1 (641),2016-2018
Lee,VA,227.3,215.2 - 263.3 (645),2016-2018
Lee,NC,298.5,263.4 - 329.2 (643),2016-2018
Lee,TX,305.7,263.4 - 329.2 (643),2016-2018
Lee,IA,324.6,263.4 - 329.2 (643),2016-2018
Lee,SC,332.4,329.3 - 1136.3 (644),2016-2018
Lee,AR,362.6,329.3 - 1136.3 (644),2016-2018
Lee,AL,381.6,329.3 - 1136.3 (644),2016-2018
Lee,MS,393.2,329.3 - 1136.3 (644),2016-2018
Lee,KY,454.4,329.3 - 1136.3 (644),2016-2018
Leelanau,MI,162,37.8 - 172.3 (647),2016-2018
Leflore,MS,1136.3,329.3 - 1136.3 (644),2016-2018
Lehigh,PA,186.3,172.4 - 215.1 (641),2016-2018
Lemhi,ID,102.5,37.8 - 172.3 (647),2016-2018
Lenawee,MI,375.1,329.3 - 1136.3 (644),2016-2018
Lenoir,NC,375.6,329.3 - 1136.3 (644),2016-2018
Leon,FL,226,215.2 - 263.3 (645),2016-2018
Leon,TX,294.6,263.4 - 329.2 (643),2016-2018
Leslie,KY,376.5,329.3 - 1136.3 (644),2016-2018
Letcher,KY,372.9,329.3 - 1136.3 (644),2016-2018
Levy,FL,259.1,215.2 - 263.3 (645),2016-2018
Lewis,ID,180.6,172.4 - 215.1 (641),2016-2018
Lewis,MO,184.4,172.4 - 215.1 (641),2016-2018
Lewis,TN,234,215.2 - 263.3 (645),2016-2018
Lewis,WA,278.7,263.4 - 329.2 (643),2016-2018
Lewis,NY,284.4,263.4 - 329.2 (643),2016-2018
Lewis,WV,449.1,329.3 - 1136.3 (644),2016-2018
Lewis,KY,550.6,329.3 - 1136.3 (644),2016-2018
Lewis and Clark,MT,202.6,172.4 - 215.1 (641),2016-2018
Lexington,VA,113.9,37.8 - 172.3 (647),2016-2018
Lexington,SC,176.8,172.4 - 215.1 (641),2016-2018
Liberty,MT,224,215.2 - 263.3 (645),2016-2018
Liberty,GA,238.8,215.2 - 263.3 (645),2016-2018
Liberty,FL,247.8,215.2 - 263.3 (645),2016-2018
Liberty,TX,354,329.3 - 1136.3 (644),2016-2018
Licking,OH,289.9,263.4 - 329.2 (643),2016-2018
Limestone,AL,174.3,172.4 - 215.1 (641),2016-2018
Limestone,TX,387.6,329.3 - 1136.3 (644),2016-2018
Lincoln,MT,104.7,37.8 - 172.3 (647),2016-2018
Lincoln,ME,105.8,37.8 - 172.3 (647),2016-2018
Lincoln,ID,141.8,37.8 - 172.3 (647),2016-2018
Lincoln,WY,146.8,37.8 - 172.3 (647),2016-2018
Lincoln,NM,170.7,37.8 - 172.3 (647),2016-2018
Lincoln,WA,177.3,172.4 - 215.1 (641),2016-2018
Lincoln,NE,184.8,172.4 - 215.1 (641),2016-2018
Lincoln,NC,185.2,172.4 - 215.1 (641),2016-2018
Lincoln,KS,197.4,172.4 - 215.1 (641),2016-2018
Lincoln,OR,203.5,172.4 - 215.1 (641),2016-2018
Lincoln,SD,206.8,172.4 - 215.1 (641),2016-2018
Lincoln,MO,208.7,172.4 - 215.1 (641),2016-2018
Lincoln,WI,227.2,215.2 - 263.3 (645),2016-2018
Lincoln,TN,238.7,215.2 - 263.3 (645),2016-2018
Lincoln,NV,251.6,215.2 - 263.3 (645),2016-2018
Lincoln,CO,274.3,263.4 - 329.2 (643),2016-2018
Lincoln,AR,297.1,263.4 - 329.2 (643),2016-2018
Lincoln,KY,302.1,263.4 - 329.2 (643),2016-2018
Lincoln,GA,305.7,263.4 - 329.2 (643),2016-2018
Lincoln,MN,328.7,263.4 - 329.2 (643),2016-2018
Lincoln,LA,342.9,329.3 - 1136.3 (644),2016-2018
