County,State,Value,Category Range,Year
Green,KY,204.2,182.3 - 218.6 (644),2007-2009
Green Lake,WI,285.7,267.4 - 1042.1 (641),2007-2009
Greenbrier,WV,219.1,218.7 - 267.3 (644),2007-2009
Greene,VA,109.7,34.9 - 144.7 (644),2007-2009
Greene,AL,110.3,34.9 - 144.7 (644),2007-2009
Greene,IN,124.6,34.9 - 144.7 (644),2007-2009
Greene,NY,160.5,144.8 - 182.2 (643),2007-2009
Greene,PA,189.8,182.3 - 218.6 (644),2007-2009
Greene,MS,189.8,182.3 - 218.6 (644),2007-2009
Greene,MO,190.7,182.3 - 218.6 (644),2007-2009
Greene,GA,209.7,182.3 - 218.6 (644),2007-2009
Greene,IA,212.8,182.3 - 218.6 (644),2007-2009
Greene,TN,214,182.3 - 218.6 (644),2007-2009
Greene,IL,248.4,218.7 - 267.3 (644),2007-2009
Greene,OH,321.7,267.4 - 1042.1 (641),2007-2009
Greene,AR,336.3,267.4 - 1042.1 (641),2007-2009
Greene,NC,381.7,267.4 - 1042.1 (641),2007-2009
Greenlee,AZ,154.7,144.8 - 182.2 (643),2007-2009
Greensville,VA,313.2,267.4 - 1042.1 (641),2007-2009
Greenup,KY,304.4,267.4 - 1042.1 (641),2007-2009
Greenville,SC,184.1,182.3 - 218.6 (644),2007-2009
Greenwood,KS,89.2,34.9 - 144.7 (644),2007-2009
Greenwood,SC,217.1,182.3 - 218.6 (644),2007-2009
Greer,OK,220.2,218.7 - 267.3 (644),2007-2009
Gregg,TX,218.9,218.7 - 267.3 (644),2007-2009
Gregory,SD,231.8,218.7 - 267.3 (644),2007-2009
Grenada,MS,191.1,182.3 - 218.6 (644),2007-2009
Griggs,ND,223.5,218.7 - 267.3 (644),2007-2009
Grimes,TX,270.9,267.4 - 1042.1 (641),2007-2009
Grundy,TN,218.6,182.3 - 218.6 (644),2007-2009
Grundy,IA,242.4,218.7 - 267.3 (644),2007-2009
Grundy,IL,243.8,218.7 - 267.3 (644),2007-2009
Grundy,MO,282.2,267.4 - 1042.1 (641),2007-2009
Guadalupe,NM,217.7,182.3 - 218.6 (644),2007-2009
Guadalupe,TX,222.8,218.7 - 267.3 (644),2007-2009
Guam,GU,560.5,267.4 - 1042.1 (641),2007-2009
Guanica,PR,234.4,218.7 - 267.3 (644),2007-2009
Guayama,PR,240.4,218.7 - 267.3 (644),2007-2009
Guayanilla,PR,283.4,267.4 - 1042.1 (641),2007-2009
Guaynabo,PR,260.6,218.7 - 267.3 (644),2007-2009
Guernsey,OH,340.3,267.4 - 1042.1 (641),2007-2009
Guilford,NC,199.4,182.3 - 218.6 (644),2007-2009
Gulf,FL,310.7,267.4 - 1042.1 (641),2007-2009
Gunnison,CO,87.1,34.9 - 144.7 (644),2007-2009
Gurabo,PR,234.6,218.7 - 267.3 (644),2007-2009
Guthrie,IA,159,144.8 - 182.2 (643),2007-2009
Gwinnett,GA,122.1,34.9 - 144.7 (644),2007-2009
Haakon,SD,151.8,144.8 - 182.2 (643),2007-2009
Habersham,GA,186.7,182.3 - 218.6 (644),2007-2009
Haines,AK,148.6,144.8 - 182.2 (643),2007-2009
Hale,AL,123.6,34.9 - 144.7 (644),2007-2009
Hale,TX,199.8,182.3 - 218.6 (644),2007-2009
Halifax,VA,188.3,182.3 - 218.6 (644),2007-2009
Halifax,NC,457.3,267.4 - 1042.1 (641),2007-2009
Hall,GA,118.7,34.9 - 144.7 (644),2007-2009
Hall,NE,205.3,182.3 - 218.6 (644),2007-2009
Hall,TX,418.4,267.4 - 1042.1 (641),2007-2009
Hamblen,TN,243.9,218.7 - 267.3 (644),2007-2009
Hamilton,IN,54.6,34.9 - 144.7 (644),2007-2009
Hamilton,TX,126.7,34.9 - 144.7 (644),2007-2009
Hamilton,IL,139.5,34.9 - 144.7 (644),2007-2009
Hamilton,NY,189.6,182.3 - 218.6 (644),2007-2009
Hamilton,TN,191.7,182.3 - 218.6 (644),2007-2009
Hamilton,IA,205.7,182.3 - 218.6 (644),2007-2009
Hamilton,FL,207.7,182.3 - 218.6 (644),2007-2009
Hamilton,KS,219.5,218.7 - 267.3 (644),2007-2009
Hamilton,OH,310.7,267.4 - 1042.1 (641),2007-2009
Hamilton,NE,345.1,267.4 - 1042.1 (641),2007-2009
Hamlin,SD,169.4,144.8 - 182.2 (643),2007-2009
Hampden,MA,150.7,144.8 - 182.2 (643),2007-2009
Hampshire,MA,156,144.8 - 182.2 (643),2007-2009
Hampshire,WV,216.5,182.3 - 218.6 (644),2007-2009
Hampton,VA,277.9,267.4 - 1042.1 (641),2007-2009
Hampton,SC,432.5,267.4 - 1042.1 (641),2007-2009
Hancock,IL,97.6,34.9 - 144.7 (644),2007-2009
Hancock,KY,106.6,34.9 - 144.7 (644),2007-2009
Hancock,WV,111.1,34.9 - 144.7 (644),2007-2009
Hancock,IN,124.1,34.9 - 144.7 (644),2007-2009
Hancock,ME,140.1,34.9 - 144.7 (644),2007-2009
Hancock,IA,210.4,182.3 - 218.6 (644),2007-2009
Hancock,GA,244.4,218.7 - 267.3 (644),2007-2009
Hancock,TN,262.5,218.7 - 267.3 (644),2007-2009
Hancock,OH,334.8,267.4 - 1042.1 (641),2007-2009
Hancock,MS,515.7,267.4 - 1042.1 (641),2007-2009
Hand,SD,148,144.8 - 182.2 (643),2007-2009
Hanover,VA,115.6,34.9 - 144.7 (644),2007-2009
Hansford,TX,115.2,34.9 - 144.7 (644),2007-2009
Hanson,SD,201.3,182.3 - 218.6 (644),2007-2009
Haralson,GA,174.9,144.8 - 182.2 (643),2007-2009
Hardee,FL,167.3,144.8 - 182.2 (643),2007-2009
Hardeman,TX,131.1,34.9 - 144.7 (644),2007-2009
Hardeman,TN,357.5,267.4 - 1042.1 (641),2007-2009
Hardin,KY,152.6,144.8 - 182.2 (643),2007-2009
Hardin,IL,167.7,144.8 - 182.2 (643),2007-2009
Hardin,TN,253,218.7 - 267.3 (644),2007-2009
Hardin,TX,261.4,218.7 - 267.3 (644),2007-2009
Hardin,IA,289.8,267.4 - 1042.1 (641),2007-2009
Hardin,OH,365.9,267.4 - 1042.1 (641),2007-2009
Harding,SD,151.3,144.8 - 182.2 (643),2007-2009
Harding,NM,210.8,182.3 - 218.6 (644),2007-2009
Hardy,WV,202.1,182.3 - 218.6 (644),2007-2009
Harford,MD,251,218.7 - 267.3 (644),2007-2009
Harlan,NE,379.5,267.4 - 1042.1 (641),2007-2009
Harlan,KY,419.2,267.4 - 1042.1 (641),2007-2009
Harmon,OK,380.4,267.4 - 1042.1 (641),2007-2009
Harnett,NC,327.1,267.4 - 1042.1 (641),2007-2009
Harney,OR,205.8,182.3 - 218.6 (644),2007-2009
Harper,KS,154,144.8 - 182.2 (643),2007-2009
Harper,OK,166,144.8 - 182.2 (643),2007-2009
Harris,GA,253.8,218.7 - 267.3 (644),2007-2009
Harris,TX,263,218.7 - 267.3 (644),2007-2009
Harrison,IN,131.7,34.9 - 144.7 (644),2007-2009
Harrison,KY,149.9,144.8 - 182.2 (643),2007-2009
Harrison,IA,226.7,218.7 - 267.3 (644),2007-2009
Harrison,MS,228.6,218.7 - 267.3 (644),2007-2009
Harrison,OH,322.1,267.4 - 1042.1 (641),2007-2009
Harrison,WV,354.2,267.4 - 1042.1 (641),2007-2009
Harrison,MO,432.2,267.4 - 1042.1 (641),2007-2009
Harrison,TX,437.5,267.4 - 1042.1 (641),2007-2009
Harrisonburg,VA,121.1,34.9 - 144.7 (644),2007-2009
Hart,GA,202.8,182.3 - 218.6 (644),2007-2009
Hart,KY,242.1,218.7 - 267.3 (644),2007-2009
Hartford,CT,137.6,34.9 - 144.7 (644),2007-2009
Hartley,TX,195.9,182.3 - 218.6 (644),2007-2009
Harvey,KS,140.1,34.9 - 144.7 (644),2007-2009
Haskell,TX,149.6,144.8 - 182.2 (643),2007-2009
Haskell,OK,187.8,182.3 - 218.6 (644),2007-2009
Haskell,KS,192.5,182.3 - 218.6 (644),2007-2009
Hatillo,PR,242.3,218.7 - 267.3 (644),2007-2009
Hawaii,HI,183.1,182.3 - 218.6 (644),2007-2009
Hawkins,TN,269,267.4 - 1042.1 (641),2007-2009
Hayes,NE,147.5,144.8 - 182.2 (643),2007-2009
Hays,TX,252.3,218.7 - 267.3 (644),2007-2009
Haywood,NC,215.5,182.3 - 218.6 (644),2007-2009
Haywood,TN,364.2,267.4 - 1042.1 (641),2007-2009
Heard,GA,159.5,144.8 - 182.2 (643),2007-2009
Hemphill,TX,196.2,182.3 - 218.6 (644),2007-2009
Hempstead,AR,232.9,218.7 - 267.3 (644),2007-2009
Henderson,IL,127.3,34.9 - 144.7 (644),2007-2009
Henderson,NC,171.9,144.8 - 182.2 (643),2007-2009
Henderson,KY,173.8,144.8 - 182.2 (643),2007-2009
Henderson,TX,252.3,218.7 - 267.3 (644),2007-2009
Henderson,TN,305.8,267.4 - 1042.1 (641),2007-2009
Hendricks,IN,106.9,34.9 - 144.7 (644),2007-2009
Hendry,FL,199.5,182.3 - 218.6 (644),2007-2009
Hennepin,MN,188.7,182.3 - 218.6 (644),2007-2009
Henrico,VA,134,34.9 - 144.7 (644),2007-2009
Henry,MO,124.2,34.9 - 144.7 (644),2007-2009
Henry,KY,138.7,34.9 - 144.7 (644),2007-2009
Henry,IN,149.8,144.8 - 182.2 (643),2007-2009
Henry,IA,195.1,182.3 - 218.6 (644),2007-2009
Henry,GA,210.5,182.3 - 218.6 (644),2007-2009
Henry,IL,214.8,182.3 - 218.6 (644),2007-2009
Henry,AL,223.9,218.7 - 267.3 (644),2007-2009
Henry,VA,246.3,218.7 - 267.3 (644),2007-2009
Henry,TN,257.8,218.7 - 267.3 (644),2007-2009
Henry,OH,340,267.4 - 1042.1 (641),2007-2009
Herkimer,NY,254.3,218.7 - 267.3 (644),2007-2009
Hernando,FL,182.3,182.3 - 218.6 (644),2007-2009
Hertford,NC,591.8,267.4 - 1042.1 (641),2007-2009
Hettinger,ND,206.5,182.3 - 218.6 (644),2007-2009
Hickman,TN,178.9,144.8 - 182.2 (643),2007-2009
Hickman,KY,194,182.3 - 218.6 (644),2007-2009
Hickory,MO,170.3,144.8 - 182.2 (643),2007-2009
Hidalgo,TX,145.5,144.8 - 182.2 (643),2007-2009
Hidalgo,NM,147.9,144.8 - 182.2 (643),2007-2009
Highland,VA,134.2,34.9 - 144.7 (644),2007-2009
Highland,OH,226.7,218.7 - 267.3 (644),2007-2009
Highlands,FL,120.4,34.9 - 144.7 (644),2007-2009
Hill,MT,197.8,182.3 - 218.6 (644),2007-2009
Hill,TX,228.9,218.7 - 267.3 (644),2007-2009
Hillsborough,NH,179.1,144.8 - 182.2 (643),2007-2009
Hillsborough,FL,278.7,267.4 - 1042.1 (641),2007-2009
Hillsdale,MI,297.5,267.4 - 1042.1 (641),2007-2009
Hinds,MS,473.3,267.4 - 1042.1 (641),2007-2009
Hinsdale,CO,116.3,34.9 - 144.7 (644),2007-2009
Hitchcock,NE,121.2,34.9 - 144.7 (644),2007-2009
Hocking,OH,307.4,267.4 - 1042.1 (641),2007-2009
Hockley,TX,204.7,182.3 - 218.6 (644),2007-2009
Hodgeman,KS,152.2,144.8 - 182.2 (643),2007-2009
Hoke,NC,362.6,267.4 - 1042.1 (641),2007-2009
Holmes,OH,217.8,182.3 - 218.6 (644),2007-2009
Holmes,FL,266,218.7 - 267.3 (644),2007-2009
Holmes,MS,493.6,267.4 - 1042.1 (641),2007-2009
Holt,NE,81.2,34.9 - 144.7 (644),2007-2009
Holt,MO,129.5,34.9 - 144.7 (644),2007-2009
Honolulu,HI,190,182.3 - 218.6 (644),2007-2009
Hood,TX,238,218.7 - 267.3 (644),2007-2009
Hood River,OR,194,182.3 - 218.6 (644),2007-2009
Hooker,NE,162.3,144.8 - 182.2 (643),2007-2009
Hopewell,VA,207.8,182.3 - 218.6 (644),2007-2009
Hopkins,TX,194.6,182.3 - 218.6 (644),2007-2009
Hopkins,KY,225.2,218.7 - 267.3 (644),2007-2009
Hormigueros,PR,253,218.7 - 267.3 (644),2007-2009
Horry,SC,168.6,144.8 - 182.2 (643),2007-2009
Hot Spring,AR,174.8,144.8 - 182.2 (643),2007-2009
Hot Springs,WY,114.9,34.9 - 144.7 (644),2007-2009
Houghton,MI,340.2,267.4 - 1042.1 (641),2007-2009
Houston,MN,164.1,144.8 - 182.2 (643),2007-2009
Houston,TX,177.6,144.8 - 182.2 (643),2007-2009
Houston,GA,178.3,144.8 - 182.2 (643),2007-2009
Houston,AL,180.1,144.8 - 182.2 (643),2007-2009
Houston,TN,384.4,267.4 - 1042.1 (641),2007-2009
Howard,NE,169.6,144.8 - 182.2 (643),2007-2009
Howard,IA,181.3,144.8 - 182.2 (643),2007-2009
Howard,IN,192.1,182.3 - 218.6 (644),2007-2009
Howard,MD,211.1,182.3 - 218.6 (644),2007-2009
Howard,MO,244,218.7 - 267.3 (644),2007-2009
Howard,AR,251.3,218.7 - 267.3 (644),2007-2009
Howard,TX,270.5,267.4 - 1042.1 (641),2007-2009
Howell,MO,237.4,218.7 - 267.3 (644),2007-2009
Hubbard,MN,184.7,182.3 - 218.6 (644),2007-2009
Hudson,NJ,207.2,182.3 - 218.6 (644),2007-2009
Hudspeth,TX,252.7,218.7 - 267.3 (644),2007-2009
Huerfano,CO,187.5,182.3 - 218.6 (644),2007-2009
Hughes,SD,195.8,182.3 - 218.6 (644),2007-2009
Hughes,OK,286.6,267.4 - 1042.1 (641),2007-2009
Humacao,PR,346.6,267.4 - 1042.1 (641),2007-2009
Humboldt,NV,186.8,182.3 - 218.6 (644),2007-2009
Humboldt,IA,251.6,218.7 - 267.3 (644),2007-2009
Humboldt,CA,291.2,267.4 - 1042.1 (641),2007-2009
Humphreys,TN,281.6,267.4 - 1042.1 (641),2007-2009
Humphreys,MS,569.4,267.4 - 1042.1 (641),2007-2009
Hunt,TX,203.9,182.3 - 218.6 (644),2007-2009
Hunterdon,NJ,174.9,144.8 - 182.2 (643),2007-2009
Huntingdon,PA,178.6,144.8 - 182.2 (643),2007-2009
Huntington,IN,106.7,34.9 - 144.7 (644),2007-2009
Huron,MI,197.1,182.3 - 218.6 (644),2007-2009
Huron,OH,314.5,267.4 - 1042.1 (641),2007-2009
Hutchinson,SD,158.6,144.8 - 182.2 (643),2007-2009
Hutchinson,TX,308.7,267.4 - 1042.1 (641),2007-2009
Hyde,SD,151.8,144.8 - 182.2 (643),2007-2009
Hyde,NC,521.6,267.4 - 1042.1 (641),2007-2009
Iberia,LA,172.1,144.8 - 182.2 (643),2007-2009
Iberville,LA,227.5,218.7 - 267.3 (644),2007-2009
Ida,IA,193.7,182.3 - 218.6 (644),2007-2009
Idaho,ID,91.3,34.9 - 144.7 (644),2007-2009
Imperial,CA,254.6,218.7 - 267.3 (644),2007-2009
Independence,AR,193.4,182.3 - 218.6 (644),2007-2009
Indian River,FL,249.2,218.7 - 267.3 (644),2007-2009
Indiana,PA,193.7,182.3 - 218.6 (644),2007-2009
Ingham,MI,251.8,218.7 - 267.3 (644),2007-2009
Inyo,CA,193,182.3 - 218.6 (644),2007-2009
Ionia,MI,163.3,144.8 - 182.2 (643),2007-2009
Iosco,MI,205.5,182.3 - 218.6 (644),2007-2009
Iowa,IA,139.5,34.9 - 144.7 (644),2007-2009
Iowa,WI,157.7,144.8 - 182.2 (643),2007-2009
Iredell,NC,264.9,218.7 - 267.3 (644),2007-2009
Irion,TX,158.1,144.8 - 182.2 (643),2007-2009
Iron,UT,77,34.9 - 144.7 (644),2007-2009
Iron,MI,78.5,34.9 - 144.7 (644),2007-2009
Iron,WI,82.2,34.9 - 144.7 (644),2007-2009
Iron,MO,229.4,218.7 - 267.3 (644),2007-2009
Iroquois,IL,305.4,267.4 - 1042.1 (641),2007-2009
Irwin,GA,284.2,267.4 - 1042.1 (641),2007-2009
Isabela,PR,265,218.7 - 267.3 (644),2007-2009
Isabella,MI,187.5,182.3 - 218.6 (644),2007-2009
Isanti,MN,122,34.9 - 144.7 (644),2007-2009
Island,WA,195.2,182.3 - 218.6 (644),2007-2009
Isle of Wight,VA,311.4,267.4 - 1042.1 (641),2007-2009
Issaquena,MS,537.4,267.4 - 1042.1 (641),2007-2009
Itasca,MN,210.3,182.3 - 218.6 (644),2007-2009
Itawamba,MS,222.2,218.7 - 267.3 (644),2007-2009
Izard,AR,152.1,144.8 - 182.2 (643),2007-2009
Jack,TX,279.7,267.4 - 1042.1 (641),2007-2009
Jackson,AL,117.6,34.9 - 144.7 (644),2007-2009
Jackson,KS,122.7,34.9 - 144.7 (644),2007-2009
Jackson,WI,125.4,34.9 - 144.7 (644),2007-2009
Jackson,KY,128.4,34.9 - 144.7 (644),2007-2009
Jackson,CO,128.6,34.9 - 144.7 (644),2007-2009
Jackson,NC,139.7,34.9 - 144.7 (644),2007-2009
Jackson,IL,142.2,34.9 - 144.7 (644),2007-2009
Jackson,SD,152.5,144.8 - 182.2 (643),2007-2009
Jackson,IN,156.4,144.8 - 182.2 (643),2007-2009
Jackson,GA,157.9,144.8 - 182.2 (643),2007-2009
Jackson,FL,177.8,144.8 - 182.2 (643),2007-2009
Jackson,MN,193.5,182.3 - 218.6 (644),2007-2009
Jackson,TX,198.9,182.3 - 218.6 (644),2007-2009
Jackson,OR,202.1,182.3 - 218.6 (644),2007-2009
Jackson,OK,206.1,182.3 - 218.6 (644),2007-2009
Jackson,LA,206.2,182.3 - 218.6 (644),2007-2009
Jackson,MO,232,218.7 - 267.3 (644),2007-2009
Jackson,MI,232.8,218.7 - 267.3 (644),2007-2009
Jackson,AR,253,218.7 - 267.3 (644),2007-2009
Jackson,IA,259.7,218.7 - 267.3 (644),2007-2009
Jackson,WV,290.9,267.4 - 1042.1 (641),2007-2009
Jackson,TN,302.3,267.4 - 1042.1 (641),2007-2009
Jackson,OH,363,267.4 - 1042.1 (641),2007-2009
Jackson,MS,391.8,267.4 - 1042.1 (641),2007-2009
James City,VA,142.8,34.9 - 144.7 (644),2007-2009
Jasper,MO,121.2,34.9 - 144.7 (644),2007-2009
Jasper,IN,141.2,34.9 - 144.7 (644),2007-2009
Jasper,IA,151.3,144.8 - 182.2 (643),2007-2009
Jasper,GA,166.2,144.8 - 182.2 (643),2007-2009
Jasper,IL,188.4,182.3 - 218.6 (644),2007-2009
Jasper,SC,222.6,218.7 - 267.3 (644),2007-2009
Jasper,MS,304.6,267.4 - 1042.1 (641),2007-2009
Jasper,TX,309.4,267.4 - 1042.1 (641),2007-2009
Jay,IN,182.5,182.3 - 218.6 (644),2007-2009
Jayuya,PR,242.2,218.7 - 267.3 (644),2007-2009
Jeff Davis,TX,102.5,34.9 - 144.7 (644),2007-2009
Jeff Davis,GA,260,218.7 - 267.3 (644),2007-2009
Jefferson,KS,121.5,34.9 - 144.7 (644),2007-2009
Jefferson,ID,127.6,34.9 - 144.7 (644),2007-2009
Jefferson,IA,130.8,34.9 - 144.7 (644),2007-2009
Jefferson,CO,138.6,34.9 - 144.7 (644),2007-2009
Jefferson,MT,149.9,144.8 - 182.2 (643),2007-2009
Jefferson,NE,150.2,144.8 - 182.2 (643),2007-2009
Jefferson,LA,151.5,144.8 - 182.2 (643),2007-2009
Jefferson,IL,169.2,144.8 - 182.2 (643),2007-2009
Jefferson,WV,184.1,182.3 - 218.6 (644),2007-2009
Jefferson,KY,184.6,182.3 - 218.6 (644),2007-2009
Jefferson,WI,190.7,182.3 - 218.6 (644),2007-2009
Jefferson,NY,192.7,182.3 - 218.6 (644),2007-2009
Jefferson,PA,208.8,182.3 - 218.6 (644),2007-2009
Jefferson,OR,216.1,182.3 - 218.6 (644),2007-2009
Jefferson,FL,218.7,218.7 - 267.3 (644),2007-2009
Jefferson,WA,227.5,218.7 - 267.3 (644),2007-2009
Jefferson,IN,238.3,218.7 - 267.3 (644),2007-2009
Jefferson,AL,252.8,218.7 - 267.3 (644),2007-2009
Jefferson,MO,264.6,218.7 - 267.3 (644),2007-2009
Jefferson,TN,266.8,218.7 - 267.3 (644),2007-2009
Jefferson,TX,283,267.4 - 1042.1 (641),2007-2009
Jefferson,OH,290.7,267.4 - 1042.1 (641),2007-2009
Jefferson,OK,308.7,267.4 - 1042.1 (641),2007-2009
Jefferson,AR,354.3,267.4 - 1042.1 (641),2007-2009
Jefferson,GA,428.2,267.4 - 1042.1 (641),2007-2009
Jefferson,MS,431,267.4 - 1042.1 (641),2007-2009
Jefferson Davis,LA,175.5,144.8 - 182.2 (643),2007-2009
Jefferson Davis,MS,273.6,267.4 - 1042.1 (641),2007-2009
Jenkins,GA,252.1,218.7 - 267.3 (644),2007-2009
Jennings,IN,149.3,144.8 - 182.2 (643),2007-2009
Jerauld,SD,167.5,144.8 - 182.2 (643),2007-2009
Jerome,ID,190.9,182.3 - 218.6 (644),2007-2009
Jersey,IL,274.8,267.4 - 1042.1 (641),2007-2009
Jessamine,KY,195.3,182.3 - 218.6 (644),2007-2009
Jewell,KS,66.6,34.9 - 144.7 (644),2007-2009
Jim Hogg,TX,199.1,182.3 - 218.6 (644),2007-2009
Jim Wells,TX,226.5,218.7 - 267.3 (644),2007-2009
Jo Daviess,IL,194.4,182.3 - 218.6 (644),2007-2009
Johnson,WY,81,34.9 - 144.7 (644),2007-2009
Johnson,KS,90.1,34.9 - 144.7 (644),2007-2009
Johnson,IN,91.7,34.9 - 144.7 (644),2007-2009
Johnson,IL,108.7,34.9 - 144.7 (644),2007-2009
Johnson,IA,156.9,144.8 - 182.2 (643),2007-2009
Johnson,MO,190.3,182.3 - 218.6 (644),2007-2009
Johnson,KY,191.7,182.3 - 218.6 (644),2007-2009
Johnson,NE,203.6,182.3 - 218.6 (644),2007-2009
Johnson,AR,203.6,182.3 - 218.6 (644),2007-2009
Johnson,GA,222.1,218.7 - 267.3 (644),2007-2009
Johnson,TN,224.9,218.7 - 267.3 (644),2007-2009
Johnson,TX,307.9,267.4 - 1042.1 (641),2007-2009
Johnston,NC,215.6,182.3 - 218.6 (644),2007-2009
Johnston,OK,273.8,267.4 - 1042.1 (641),2007-2009
Jones,SD,93.5,34.9 - 144.7 (644),2007-2009
Jones,TX,163.6,144.8 - 182.2 (643),2007-2009
Jones,IA,209,182.3 - 218.6 (644),2007-2009
Jones,GA,239.1,218.7 - 267.3 (644),2007-2009
Jones,MS,296.6,267.4 - 1042.1 (641),2007-2009
Jones,NC,304.7,267.4 - 1042.1 (641),2007-2009
Josephine,OR,226.6,218.7 - 267.3 (644),2007-2009
Juab,UT,174.9,144.8 - 182.2 (643),2007-2009
Juana Diaz,PR,221.8,218.7 - 267.3 (644),2007-2009
Judith Basin,MT,191.9,182.3 - 218.6 (644),2007-2009
Juncos,PR,306.3,267.4 - 1042.1 (641),2007-2009
Juneau,AK,148.6,144.8 - 182.2 (643),2007-2009
Juneau,WI,154.7,144.8 - 182.2 (643),2007-2009
Juniata,PA,154.6,144.8 - 182.2 (643),2007-2009
Kalamazoo,MI,266.5,218.7 - 267.3 (644),2007-2009
Kalkaska,MI,145.3,144.8 - 182.2 (643),2007-2009
Kanabec,MN,107,34.9 - 144.7 (644),2007-2009
Kanawha,WV,315.9,267.4 - 1042.1 (641),2007-2009
Kandiyohi,MN,125.8,34.9 - 144.7 (644),2007-2009
Kane,UT,115.1,34.9 - 144.7 (644),2007-2009
Kane,IL,181.1,144.8 - 182.2 (643),2007-2009
Kankakee,IL,228,218.7 - 267.3 (644),2007-2009
Karnes,TX,371.1,267.4 - 1042.1 (641),2007-2009
Kauai,HI,185,182.3 - 218.6 (644),2007-2009
Kaufman,TX,253.6,218.7 - 267.3 (644),2007-2009
Kay,OK,257.9,218.7 - 267.3 (644),2007-2009
Kearney,NE,208.5,182.3 - 218.6 (644),2007-2009
Kearny,KS,206,182.3 - 218.6 (644),2007-2009
Keith,NE,89.7,34.9 - 144.7 (644),2007-2009
Kemper,MS,208.1,182.3 - 218.6 (644),2007-2009
Kenai Peninsula,AK,97.3,34.9 - 144.7 (644),2007-2009
Kendall,IL,157.4,144.8 - 182.2 (643),2007-2009
Kendall,TX,306,267.4 - 1042.1 (641),2007-2009
Kenedy,TX,150.7,144.8 - 182.2 (643),2007-2009
Kennebec,ME,162.6,144.8 - 182.2 (643),2007-2009
Kenosha,WI,205.6,182.3 - 218.6 (644),2007-2009
Kent,TX,177.3,144.8 - 182.2 (643),2007-2009
Kent,RI,197.8,182.3 - 218.6 (644),2007-2009
Kent,MI,254.7,218.7 - 267.3 (644),2007-2009
Kent,DE,304.9,267.4 - 1042.1 (641),2007-2009
Kent,MD,322.9,267.4 - 1042.1 (641),2007-2009
Kenton,KY,261.9,218.7 - 267.3 (644),2007-2009
Keokuk,IA,136.3,34.9 - 144.7 (644),2007-2009
Kern,CA,324.8,267.4 - 1042.1 (641),2007-2009
Kerr,TX,150.3,144.8 - 182.2 (643),2007-2009
Kershaw,SC,252.8,218.7 - 267.3 (644),2007-2009
Ketchikan Gateway,AK,138.5,34.9 - 144.7 (644),2007-2009
Kewaunee,WI,72.5,34.9 - 144.7 (644),2007-2009
Keweenaw,MI,319.1,267.4 - 1042.1 (641),2007-2009
Keya Paha,NE,116.8,34.9 - 144.7 (644),2007-2009
Kidder,ND,276.4,267.4 - 1042.1 (641),2007-2009
Kimball,NE,191.6,182.3 - 218.6 (644),2007-2009
Kimble,TX,141,34.9 - 144.7 (644),2007-2009
King,TX,151.8,144.8 - 182.2 (643),2007-2009
King,WA,187.4,182.3 - 218.6 (644),2007-2009
King and Queen,VA,154.9,144.8 - 182.2 (643),2007-2009
King George,VA,132.9,34.9 - 144.7 (644),2007-2009
King William,VA,179.6,144.8 - 182.2 (643),2007-2009
Kingfisher,OK,258.5,218.7 - 267.3 (644),2007-2009
Kingman,KS,134.6,34.9 - 144.7 (644),2007-2009
Kings,NY,263.8,218.7 - 267.3 (644),2007-2009
Kings,CA,274.3,267.4 - 1042.1 (641),2007-2009
Kingsbury,SD,175.6,144.8 - 182.2 (643),2007-2009
Kinney,TX,211.3,182.3 - 218.6 (644),2007-2009
Kiowa,KS,104.7,34.9 - 144.7 (644),2007-2009
Kiowa,OK,226.5,218.7 - 267.3 (644),2007-2009
Kiowa,CO,395.9,267.4 - 1042.1 (641),2007-2009
Kit Carson,CO,117.1,34.9 - 144.7 (644),2007-2009
Kitsap,WA,221.6,218.7 - 267.3 (644),2007-2009
Kittitas,WA,206.3,182.3 - 218.6 (644),2007-2009
Kittson,MN,239.3,218.7 - 267.3 (644),2007-2009
Klamath,OR,233.1,218.7 - 267.3 (644),2007-2009
Kleberg,TX,223.9,218.7 - 267.3 (644),2007-2009
Klickitat,WA,163.6,144.8 - 182.2 (643),2007-2009
Knott,KY,173.2,144.8 - 182.2 (643),2007-2009
Knox,NE,119.3,34.9 - 144.7 (644),2007-2009
Knox,ME,138.8,34.9 - 144.7 (644),2007-2009
Knox,TX,144.3,34.9 - 144.7 (644),2007-2009
Knox,MO,212.7,182.3 - 218.6 (644),2007-2009
Knox,KY,218.5,182.3 - 218.6 (644),2007-2009
Knox,IL,229,218.7 - 267.3 (644),2007-2009
Knox,IN,250.1,218.7 - 267.3 (644),2007-2009
Knox,OH,251.2,218.7 - 267.3 (644),2007-2009
Knox,TN,277.1,267.4 - 1042.1 (641),2007-2009
Kodiak Island,AK,140.9,34.9 - 144.7 (644),2007-2009
Koochiching,MN,138.1,34.9 - 144.7 (644),2007-2009
Kootenai,ID,162.2,144.8 - 182.2 (643),2007-2009
Kosciusko,IN,164.1,144.8 - 182.2 (643),2007-2009
Kossuth,IA,150.8,144.8 - 182.2 (643),2007-2009
Kusilvak,AK,303,267.4 - 1042.1 (641),2007-2009
La Crosse,WI,130,34.9 - 144.7 (644),2007-2009
La Paz,AZ,137.7,34.9 - 144.7 (644),2007-2009
La Plata,CO,143.2,34.9 - 144.7 (644),2007-2009
