FIPS,year,percent_65plus,percent_smokers,pct_diabetes,pct_obese,copd_death_rate,hypertension_death_rate,total_heart_disease_death_rate
51163,2012,22.11100187684333,18.9,9.7,23.8,43.32,108.5,428.6
51165,2012,16.612002022375773,12.3,9.2,27.7,36.59,125.4,374.4
51167,2012,17.504485172547227,25.6,10.3,31,78.97,173.6,582.3
51169,2012,20.98980569835323,30.7,11.1,32.9,66.58,268.9,521.7
51171,2012,19.339289913002585,22.8,9.9,26,43.83,102.6,412.0
51173,2012,19.108979182342615,27.200000000000003,8.5,27.2,85.23,175,574.7
51175,2012,16.27492300210731,24.2,11.7,32.4,42.99,241.5,542.2
51177,2012,10.98969219642843,20.4,11.7,33,42.04,118.6,378.5
51179,2012,8.217113550476876,17.4,8,32.4,36.28,126.9,358.9
51181,2012,17.56104693668665,,11.7,32.5,35.94,304.6,503.8
51183,2012,15.213015766521302,7.9,13.7,38.5,46.7,200.7,597.1
51185,2012,17.992047713717692,23.0,12.5,28.7,83.71,297.7,663.1
51187,2012,13.553461609523055,28.6,8.8,27,57.53,219.4,440.3
51191,2012,18.76576821853163,24.6,10.9,30.6,61.32,171.9,500.1
51193,2012,22.280591560555017,25.3,10.3,29.9,41.05,180.7,446.4
51195,2012,14.911144246987215,33.4,12.7,33.1,84.22,171.4,595.9
51197,2012,18.68862520458265,29.600000000000005,10.1,30.1,68.19,171.7,518.3
51199,2012,13.306494492973794,10.3,8.5,26.2,40.27,221.7,345.8
51510,2012,9.607511660590259,12.8,7.1,20.9,26.4,,
51520,2012,19.07641872032557,,9.8,29.3,70.01,,
51530,2012,16.851934192974653,,9.2,28.3,43.32,,
51540,2012,9.537909376401974,15.9,9.9,26.7,37.96,,
51550,2012,11.113985207658347,18.0,10.3,30.7,45.72,,
51570,2012,20.11160329057125,,9.4,26.3,49.35,,
51580,2012,19.702156795617938,,9.4,29.1,62.67,,
51590,2012,19.245989930921436,24.8,11.8,35.1,52.89,,
51595,2012,16.996387407534836,,11.8,32,48.62,,
51600,2012,14.152179610378266,5.7,7.2,22.4,24.61,99.7,288.2
51610,2012,10.988003362115077,,10,25.8,28.23,,
51620,2012,17.70808771516152,22.3,12.5,34,42.99,282.9,565.5
51630,2012,9.591964384267266,,10.2,29.8,42.04,,
51640,2012,20.490367775831874,,9.4,28.8,76.35,,
51650,2012,12.990515902811694,18.6,11.7,31.8,45.19,,
51660,2012,8.161833489242284,,9.1,27.3,36.59,,
51670,2012,15.307723340355912,34.5,12.8,34.1,75.01,,
51678,2012,15.930464519806211,,9.4,27.9,40.17,,
51680,2012,13.770075968370238,20.2,11.3,30.1,47.1,,
51683,2012,7.514149538278225,,9.2,27.2,37.13,,
51685,2012,6.11807494966552,,10.4,29.6,37.13,,
51690,2012,19.47820930922028,,10.9,33.3,57.2,,
51700,2012,11.240391878082374,23.4,13.6,33.9,40.27,,
51710,2012,9.59743894957932,25.4,11.2,31.6,49.42,,
51720,2012,15.082444228903977,,9.5,27.6,69.48,,
51730,2012,15.620702587823478,26.6,14.2,37.8,48.44,,
51735,2012,17.211490837048043,,9,26,44.59,,
51740,2012,13.252487562189055,22.8,13.9,36.7,43.27,,
51750,2012,8.663395955486418,12.8,10.1,29.8,57.39,,
51760,2012,11.20430372781009,20.5,11.1,29.7,44.1,180.4,526.1
51770,2012,14.37491710114171,26.1,10.5,34.3,63.51,217.1,587.1
51775,2012,17.494737678223917,24.1,8.6,23.6,56.48,,
51790,2012,19.942038724851948,,9.5,27.5,44.64,,
51800,2012,12.310706032773808,18.5,10.1,29.4,46.09,,
51810,2012,11.400445798617664,19.3,8.5,26.8,42.32,,
51820,2012,17.42143738725909,,9.4,30.1,44.64,,
51830,2012,13.740878424893294,,10.1,28.1,25.96,,
51840,2012,13.951421800947866,,9.1,26.4,55.36,,
53001,2012,10.441300675675675,11.9,10.3,33.2,39.71,343.2,439.4
53003,2012,20.28390159295267,23.1,10,32.9,45.57,155.6,429.0
53005,2012,12.342835836445087,16.5,9,31.2,50.95,238.9,384.5
53007,2012,16.233395034843205,15.2,8.1,26.2,41.57,193,363.7
53009,2012,25.3713457626174,17.0,8.6,27.7,39.62,191.2,360.9
53011,2012,12.533659057523472,17.5,8.4,29.9,44.37,251.5,389.4
53013,2012,24.51596680915263,17.1,8.7,32.6,62.09,243.4,392.7
53015,2012,16.777982156733522,23.5,9.8,32.6,64.99,249.8,393.9
53017,2012,14.761333775544047,17.2,7.7,29.4,46.53,205.3,411.2
53019,2012,19.848623254600025,23.6,7.8,27.3,63.85,175.3,437.9
53021,2012,7.394571635277369,11.8,8.1,31.3,50.87,257,391.0
53023,2012,22.453598913535536,18.5,11.3,31.6,52.46,152.7,388.9
53025,2012,12.083242059145674,17.6,8.1,35.1,52.16,303.2,446.4
53027,2012,17.665417357502125,24.7,11.3,37,68.07,233.8,480.1
53029,2012,20.092612507749337,16.3,8,26.3,32.33,205.2,347.9
53031,2012,29.04362416107383,15.9,7,23.1,35.49,196.5,344.6
53033,2012,11.558937289584263,12.5,7,22.1,31.32,180.6,337.3
53035,2012,14.433492307510843,17.8,7.7,29.3,48.54,200.5,354.9
53037,2012,13.770901403036708,14.6,6.8,27.6,40.32,168.2,398.2
53039,2012,19.401104758213005,16.7,8,25.4,46.91,173.3,387.9
53041,2012,18.26340558096374,20.9,8.5,33.7,51.87,234,471.9
53043,2012,22.149774666794517,17.8,8,33.5,41.41,185.2,433.3
53045,2012,19.740940327285312,25.3,8.2,33.1,49.53,246.4,409.8
53047,2012,18.514921205351722,23.1,7.4,28.8,50.21,182.7,400.8
53049,2012,26.52317559032164,23.4,9.3,36.1,48.16,241.1,491.8
53051,2012,21.256633084672767,22.4,9.2,26.7,62.98,200.4,404.9
53053,2012,11.721875823845696,19.0,9.5,30.7,52.38,241.1,436.5
53055,2012,26.457597173144876,13.100000000000001,5.6,17.3,23.57,138.6,298.2
53057,2012,17.284265253071002,16.5,7.4,28.6,42.43,222.6,362.0
53059,2012,16.232142857142858,20.0,7,30.1,44.08,210.4,386.1
53061,2012,11.203023643041837,17.1,9.3,28.1,44.34,205.5,373.7
53063,2012,13.752531827942969,19.7,8.4,28.3,54.97,208.2,390.7
53065,2012,18.876342478669823,24.7,8.2,30.2,57.94,198.1,422.0
53067,2012,13.948252987115467,19.0,8.5,28.3,45.75,200.7,367.6
53069,2012,28.4,15.6,8.1,34,49.18,240.2,411.9
53071,2012,15.631478703500818,12.6,8.5,26.1,42.04,245.2,390.9
53073,2012,14.320301860267593,14.800000000000002,8,23.1,38.45,184.3,359.8
53075,2012,9.51686573885446,12.2,7.8,24.5,39.74,187.5,384.8
53077,2012,12.071410288184554,16.2,9.3,29,44.81,232.7,475.8
54001,2012,17.398778825063726,26.8,11.5,34.7,71.21,336.8,534.2
54003,2012,12.343289861169541,28.7,10.8,35.5,60.64,223.9,478.4
54005,2012,15.046391329337382,28.4,13,35,85.22,379.7,513.0
54007,2012,18.870666389869214,25.7,12.3,31.2,64.16,422.5,480.0
54009,2012,19.6266418887528,26.5,11.8,35.1,67.09,153,604.4
54011,2012,16.439571321003825,24.9,12.5,33.3,69.4,314.2,495.2
54013,2012,19.265209375823016,42.4,12.7,34.6,64.72,475.3,518.5
54015,2012,16.86576889661164,24.4,11,36.4,83.88,305.5,475.4
54017,2012,17.56268081002893,29.2,10.4,35.1,67.96,254.4,497.7
54019,2012,17.470181635812565,28.199999999999996,10.4,34.5,73.39,293,572.4
54021,2012,14.44901691815272,27.399999999999995,11.3,39.1,59.21,314.3,433.8
54023,2012,20.06439586510761,16.3,13,37.4,53.07,190.1,539.1
54025,2012,19.8790311341528,26.1,10.2,33.9,67.9,218.2,527.3
54027,2012,17.914924175220715,28.1,10,33.8,53.81,261.6,486.8
54029,2012,19.547021171836533,22.5,9.9,38.3,53.91,108.8,522.1
54031,2012,18.239584085493536,20.8,11.9,35.9,53.39,180,562.7
54033,2012,17.043908651480503,23.6,11.5,32.9,72.19,312.6,533.3
54035,2012,18.051429156848684,24.8,10.6,30.3,59.63,297.7,531.3
54037,2012,12.95453298963418,26.200000000000003,10.2,32,56.28,195.8,488.3
54039,2012,17.31357413341101,23.9,11.8,31.7,64.19,284.1,494.3
54041,2012,18.598431896918495,25.7,10.7,36.5,76.42,267,547.0
54043,2012,15.911510158744852,32.6,14,40.6,80.21,420.5,584.4
54045,2012,15.893820905386056,33.8,13.3,41.5,91.38,588.3,630.9
54047,2012,17.013791162397972,35.3,15.4,40.1,102.45,406.5,655.6
54049,2012,17.343199436222694,22.5,10.8,34.5,71.54,278.4,506.7
54051,2012,18.61329433985256,26.700000000000003,10.3,32.5,65.34,250.6,569.8
54053,2012,17.977734504170186,32.8,10.6,36.6,67.74,295.3,543.9
54055,2012,18.467133404892742,27.200000000000003,12.9,34.1,80.55,318.5,591.7
54057,2012,18.331779387506273,17.4,10.5,35.1,55.25,308.4,566.2
54059,2012,14.52462772050401,36.5,11.8,40.1,120.26,572.6,670.2
54061,2012,10.403805182579399,17.9,10.4,27.5,53.52,251.5,468.4
54063,2012,21.11539031254629,21.9,10.5,32,66.7,216.2,504.6
54065,2012,19.498479371090834,26.899999999999995,11.2,34.1,48.23,124.8,429.2
54067,2012,18.067930850658747,31.4,12,35.7,80.44,330.8,565.4
54069,2012,18.928441534824515,28.9,10,29.1,65.89,242.9,539.5
54071,2012,23.038821954484607,14.800000000000002,10.5,35.9,39.16,153.1,504.9
54073,2012,16.79277844152396,22.9,11.7,37.9,62.11,506.7,577.2
54075,2012,21.038722279673674,32.2,10.9,32.3,71.08,170.4,513.1
54077,2012,16.484748362735267,25.4,9.2,35.5,59.52,286,520.3
54079,2012,15.267959961024005,21.4,10.3,32.2,59.08,261.2,508.8
54081,2012,16.827972592714104,24.0,12.1,34.5,78.15,303.1,557.7
54083,2012,18.87248230811105,26.5,9.8,35.9,73.63,210.5,526.8
54085,2012,19.09268292682927,32.1,11.8,33.9,71.92,399.7,583.9
54087,2012,18.63887185775598,34.4,12.7,37.4,77.75,310.6,491.3
54089,2012,20.020237062734893,29.299999999999997,12,38,71.46,284.2,537.5
54091,2012,16.98580097802392,22.6,10.4,36.4,65.56,266.3,523.9
54093,2012,22.449844588866913,,10.4,36.3,61.73,260.2,535.0
54095,2012,19.4831013916501,28.000000000000004,10.5,34.1,58.67,254.7,566.8
54097,2012,17.12695879873982,22.7,10.9,36.4,72.88,232.6,538.3
54099,2012,17.731884923003463,31.8,13.8,38.3,71.42,241.2,439.1
54101,2012,18.87107548430194,32.1,13.1,35.5,90.16,272.8,527.7
54103,2012,20.252080274106707,31.5,10.2,33.4,67.12,263.3,500.5
54105,2012,16.74748874263942,,12.3,38.1,66.1,299.3,607.3
54107,2012,17.676872633231735,26.8,11.6,34.2,62.05,269.6,653.2
54109,2012,16.148211977595864,38.1,12,37.8,94.62,281.8,628.7
55001,2012,25.25346524954695,25.6,8.6,30.5,46.35,247.9,431.8
55003,2012,16.542492738982194,17.7,8.3,27.1,49.19,260.4,435.9
55005,2012,19.090372894685103,23.1,7.5,32.9,44.45,182,431.7
55007,2012,22.208939363751078,16.5,7,27.2,40.3,156.7,432.4
55009,2012,12.178944285702977,20.1,9.3,26.8,38.7,67.2,432.4
55011,2012,18.97624222438732,18.4,7.2,32.3,37.62,118.9,383.9
55013,2012,24.615384615384617,16.2,7.6,27.9,41.34,161.1,322.6
55015,2012,12.283245725333817,15.4,6.9,28.7,44.32,175.8,379.6
55017,2012,15.322030672608758,25.900000000000002,6.4,27.9,45.67,92.8,397.8
55019,2012,15.688779213238496,21.4,7.9,33.4,42.09,190.2,398.2
55021,2012,15.341985516740737,22.2,7.7,32.9,48.12,185.3,408.6
55023,2012,19.325543379548343,18.5,7.4,28.6,52.37,162.7,423.7
55025,2012,11.034555440224935,15.6,6.5,22.1,34.65,140.5,343.1
55027,2012,15.342378726686936,17.6,8.1,27.2,39.26,222,431.3
55029,2012,24.175624636839046,15.8,7.1,26.8,35.92,54,387.4
55031,2012,15.087655139311101,26.3,8.3,31.2,54.26,262.3,412.2
55033,2012,13.098662283705428,16.3,8,29.4,31.47,121.2,396.3
55035,2012,13.350985233887682,17.5,7.4,32.2,44.29,140.4,386.4
55037,2012,22.033898305084744,,8.1,32.9,42.27,144.2,478.9
55039,2012,15.666876252603451,20.5,7.5,30.6,37.61,193,399.2
55041,2012,21.218739761930763,,9.6,31.6,43.5,172.4,478.8
55043,2012,15.863655127675885,20.2,7.4,29.4,43.34,235.7,430.9
55045,2012,15.5930359085963,13.900000000000002,8.5,30.2,40.87,150.1,371.2
55047,2012,19.78629329403095,20.0,7.7,30.2,41.98,251.1,421.6
55049,2012,14.924930019509713,21.4,7.7,26.9,37.37,152.5,460.4
55051,2012,26.936141304347828,13.3,9.2,27.8,38.17,102.8,456.6
55053,2012,16.84718969555035,17.1,8.3,32.2,50.27,166.3,436.9
55055,2012,13.99495015351059,20.3,7,28.7,34.22,172.3,396.9
55057,2012,18.292181838556647,28.4,8.7,33.5,50.27,216.5,426.5
55059,2012,11.751865850157879,22.8,7.4,31.3,57.02,195.5,492.1
55061,2012,17.439648866130213,15.1,7.2,34.1,34.42,72.4,407.8
55063,2012,13.851539775018662,17.6,7.1,25,43.83,140.2,357.7
55065,2012,15.845238095238095,13.8,7.4,32.4,33.94,114.9,401.1
55067,2012,20.664695687633806,25.5,7.2,27.6,43.94,252.2,438.2
55069,2012,19.163567468949548,26.5,7.5,30.6,38.69,156,416.6
55071,2012,17.647350296063227,23.7,7.7,30.5,37.71,116.8,402.7
55073,2012,14.894915456060968,17.6,8.4,28.9,39.17,246.7,376.0
55075,2012,20.60459492140266,28.6,8.7,32.4,47.14,214.5,478.5
55077,2012,21.947378780919887,23.9,8.3,32.8,51.28,148.4,432.8
55078,2012,12.010084804033921,,12.4,40.8,79.01,237.4,476.9
55079,2012,11.743095239342338,22.3,9.7,30.8,44.42,222.1,492.9
55081,2012,14.663466879985778,26.0,7.7,31,55.96,158.8,426.0
55083,2012,17.152172751082368,21.4,7.6,27.7,42.62,107.1,472.0
55085,2012,22.526841028228635,23.1,7.5,29.2,41.16,172.4,448.2
55087,2012,12.40202678167405,17.9,7.2,31.5,36.56,148.6,395.1
55089,2012,16.305633042899288,15.5,7.3,26.3,32.5,182.4,407.6
55091,2012,19.21877119218771,14.499999999999998,7.8,31.6,34.05,98.4,372.1
55093,2012,11.80356046654389,17.0,7.9,30,32.64,172.3,359.5
55095,2012,17.217766952365636,17.4,8.7,29,38.98,194.7,408.6
55097,2012,13.49236776712815,16.6,6.8,34.5,34.62,226.4,350.6
55099,2012,22.10184182015168,15.299999999999999,9,31.8,43.14,84.9,442.6
55101,2012,13.936709251056046,24.6,9,31.3,42.87,177.2,439.0
55103,2012,18.98854961832061,16.6,8.3,32.2,38.67,163.4,420.8
55105,2012,14.364789304345111,26.6,8.6,33.6,53.75,144,417.4
55107,2012,21.244320167773505,14.3,6.7,30.6,47.72,102.7,445.2
55109,2012,11.017816193332157,18.6,7.5,28,41.47,,
55111,2012,15.757828408343888,19.2,9.8,29.7,40.51,156.8,419.8
55113,2012,21.943687556766577,28.499999999999996,7.6,27.6,49.55,107.4,442.4
55115,2012,18.988653063191116,19.7,7.8,32.9,45.57,263.7,432.5
55117,2012,15.313635452699817,20.6,8.7,26.7,36.52,174.2,432.2
55119,2012,16.827843503018997,15.7,6.2,33.7,37.16,206.4,395.6
55121,2012,16.337191437058284,18.6,8.1,30.8,43.45,97.3,393.3
55123,2012,17.15798940741481,21.7,6.7,33.7,35.74,137.6,402.4
55125,2012,27.633122214403006,15.7,8.3,26.9,33.63,168.8,466.4
55127,2012,14.241136957937611,22.7,7.3,26.3,49.0,166.7,398.6
55129,2012,22.50268189562693,20.0,7.2,27.7,44.35,153.8,519.3
55131,2012,14.540578006810717,18.6,7.5,28.6,34.93,159.6,391.7
55133,2012,15.34635065298745,17.5,6.2,26.4,35.87,181,343.9
55135,2012,18.53378534555821,23.2,7.5,24.9,55.71,244,531.5
55137,2012,20.930042163002987,16.2,7.5,31.4,36.44,100.9,481.1
55139,2012,13.840083073727932,19.5,7.4,27.7,43.39,203.2,371.9
55141,2012,17.74440946153225,20.3,7.4,33.7,42.46,146.5,409.9
56001,2012,9.165127546240532,13.600000000000001,6.9,21.4,55.14,145.4,360.6
56003,2012,18.447014798435106,20.0,8.8,28,53.79,137.8,430.5
56005,2012,6.316207350452352,23.7,7.6,32.8,82.52,209.7,477.9
56007,2012,13.80737157043733,25.7,8,26.1,68.96,83.4,406.0
56009,2012,13.530082691759338,24.0,8.6,27.9,72.92,117.4,399.4
56011,2012,17.215296259980388,17.5,7.3,27.8,65.63,205.4,350.6
56013,2012,15.057905644276484,22.9,8.5,25.8,67.62,159.4,485.1
56015,2012,19.337097602111903,18.6,7.4,27.4,50.88,145.2,423.5
56017,2012,22.799751501346037,21.0,7.6,25.4,59.97,162.3,419.7
56019,2012,19.638930679319525,17.5,7.6,22.7,55.2,127.7,440.5
56021,2012,13.309819740857684,21.9,8.8,28.1,65.43,187.8,419.8
56023,2012,13.63687026304057,15.2,6.4,23.6,44.62,103.2,391.3
56025,2012,12.66467256411888,26.400000000000002,8.4,28,80.43,211.5,414.1
56027,2012,20.823244552058114,22.4,7,26.9,59.79,156.2,383.9
56029,2012,18.727436823104693,15.1,6.2,24.5,48.25,129.4,347.7
56031,2012,21.514491923473482,16.6,6.5,26.6,64.31,145.2,411.2
56033,2012,16.661021541796504,17.5,7.5,24.1,66.65,126,463.5
56035,2012,12.285223367697593,17.8,6,20.2,60.79,152.5,379.6
56037,2012,8.841829252033243,25.7,8.3,28.7,66.18,105.5,445.4
56039,2012,11.27450980392157,11.4,4.9,12.3,31.71,74.1,298.0
56041,2012,9.949514193179654,19.5,8.3,29,70.51,62.3,436.2
56043,2012,18.50398382685218,14.3,8.9,24.7,51.44,122.8,405.9
56045,2012,17.08350996184824,21.8,8.3,29.2,72.9,200.7,367.3
01001,2013,13.547243590914903,23.5,11.9,33.8,69.75,263.9,568.0
01003,2013,18.03525155861149,22.6,8.8,27.2,46.41,186.2,489.0
01005,2013,15.966885696254224,23.5,16.9,44.7,57.89,192.4,598.6
01007,2013,14.29332622885307,32.8,13.8,40.3,71.3,176.4,597.8
01009,2013,16.28108783560978,22.0,12.3,34.9,72.0,98.6,511.4
01011,2013,14.475305716181627,,18.1,42.8,43.34,310.1,562.0
01013,2013,17.808017292198862,28.999999999999996,15.4,36.6,61.53,304.5,647.2
01015,2013,15.573833829880398,26.200000000000003,13.4,32.2,73.99,59.8,686.9
01017,2013,17.82418934356601,23.8,14.1,40,68.82,303.9,531.8
01019,2013,20.040742591382557,25.4,10.7,33.9,76.87,114.8,621.4
01021,2013,14.68323095259925,20.8,12,36,76.02,124.5,673.1
01023,2013,20.47473314921251,19.2,14.8,41.1,49.49,141.4,652.3
01025,2013,17.637224853719697,20.0,14,38.3,57.1,212.1,560.2
01027,2013,18.68099074903014,21.3,12.2,37.7,64.62,73,650.7
01029,2013,17.668269230769234,18.3,10.7,30.2,78.11,81.3,630.1
01031,2013,15.494958663009806,18.5,14.4,33.7,66.54,125.4,553.9
01033,2013,18.245337343431935,30.2,16.1,37.8,67.92,100.5,670.0
01035,2013,19.950433705080545,19.2,14.4,36.7,61.52,348.1,632.3
01037,2013,19.326461702505775,,14.6,39.8,65.25,108.3,530.4
01039,2013,19.41080023271804,31.1,12.2,34.5,62.25,241.5,645.4
01041,2013,17.520040441972988,14.800000000000002,14.2,40.1,90.16,216.8,593.3
01043,2013,17.211550377989838,24.8,12.6,33.7,75.9,222.5,592.3
01045,2013,14.900243113459647,23.5,13,36.6,72.18,233.9,574.7
01047,2013,15.36592338479131,21.2,16.9,40.8,52.49,281.6,722.5
01049,2013,15.162454873646208,17.0,12,30.5,84.87,,
01051,2013,13.381593324724347,21.2,12.5,35.2,76.16,222.8,577.5
01053,2013,16.23725671918443,20.7,16.1,37.8,55.05,567.4,612.6
01055,2013,16.952562473528165,26.899999999999995,14.9,35.2,81.3,149.3,670.9
01057,2013,18.919400855920117,16.5,12.6,33.9,68.37,210.4,601.0
01059,2013,15.805153234240802,,12.5,33.3,89.53,184.8,686.0
01061,2013,18.424110657120366,,11.7,34.3,66.52,262.5,613.4
01063,2013,17.75262917238226,,17.8,46.4,42.68,133.3,602.9
01065,2013,16.725698543880362,,13.6,40.3,48.03,142.4,595.8
01067,2013,19.785159670733844,21.3,15.7,36.1,59.23,227.5,569.2
01069,2013,15.664347809306948,19.3,12.2,32.7,55.19,236.2,565.3
01071,2013,17.98062579073588,26.5,12.8,32.1,78.18,147.4,648.1
01073,2013,13.91534511918576,21.2,12,33,51.48,186,526.2
01075,2013,20.060512243174784,,12.3,34,73.01,159.9,628.0
01077,2013,17.9145856031758,19.0,12.4,33,61.15,107.4,528.1
01079,2013,16.36634400595681,25.7,13.5,35.4,77.77,179.1,652.6
01081,2013,9.967788471039267,19.7,10.3,29,59.15,337.5,504.1
01083,2013,13.484637185658373,21.6,11.6,32.6,55.63,202.4,558.6
01085,2013,16.33993058812494,21.8,20.8,45.3,43.3,297,666.6
01087,2013,16.247939663353478,12.7,16.5,44.8,34.04,222.2,636.8
01089,2013,13.241110710421925,18.8,10.6,32.2,53.19,142.3,489.3
01091,2013,17.86868134599135,14.499999999999998,17.4,40.5,51.55,163.8,673.8
01093,2013,19.745897300158813,,15.8,36.1,73.96,61.4,665.8
01095,2013,15.797617533596167,29.600000000000005,11.4,33.4,90.64,121.6,656.6
01097,2013,14.145072212370566,23.7,14.3,37.2,52.27,200.7,575.1
01099,2013,17.419936851601264,20.8,15.2,35.3,53.24,331,556.9
01101,2013,12.897147114246899,19.4,12.9,34.6,53.61,294.3,522.3
01103,2013,15.467797375617835,24.6,11.2,31.5,66.73,217.7,600.1
01105,2013,17.491749174917494,20.4,19.3,43.4,53.93,128.2,677.8
01107,2013,17.854922279792746,13.5,13.9,36.4,51.72,222.4,601.5
01109,2013,13.507340946166394,18.8,13.5,38.6,61.3,195.6,571.2
01111,2013,18.627755355479664,27.9,12.4,31,61.92,131,670.8
01113,2013,12.25549037177298,,12.5,36.2,70.06,332.7,512.7
01115,2013,14.554247756671717,26.0,11.6,33,77.1,,
01117,2013,12.421154779233381,19.1,8.1,29.8,47.38,96.4,391.3
01119,2013,15.477079289233986,15.5,18.1,40.3,41.07,295.5,633.6
01121,2013,15.64024614479394,23.3,13.7,39.1,74.42,84.2,585.4
01123,2013,18.862727893146143,29.4,11.4,37.3,70.86,229.6,549.1
01125,2013,11.466849674762786,22.0,12.6,34.2,56.82,140.2,550.0
01127,2013,17.51676117791933,28.300000000000004,14.4,33.3,98.85,140.9,764.7
01129,2013,16.56507072261348,19.9,15.4,40.4,52.63,235,686.6
01131,2013,16.83266038582324,,16.7,45.4,51.28,280,896.8
01133,2013,19.674232088966058,20.5,10.8,30.2,93.2,176.8,598.8
02013,2013,7.508226144181873,,8.2,33.1,28.59,192.3,151.0
02016,2013,4.621776008308811,28.800000000000004,7.1,38.7,28.59,178.6,282.3
02020,2013,8.454151197773808,16.9,7.6,26.8,39.71,227.3,350.8
02050,2013,6.352229442079318,30.9,6.4,30.3,67.4,327.2,511.4
02060,2013,9.674027339642482,24.1,7.8,39,56.69,,
02068,2013,8.492022645393721,21.1,5.7,26.1,51.78,157.9,382.0
02070,2013,7.734029730815589,39.0,7.3,37.7,60.84,377.6,574.0
02090,2013,7.635758374367155,20.5,6.5,28.2,44.56,136.9,400.7
02100,2013,16.653635652853794,15.299999999999999,6.3,24.3,42.68,167.9,366.9
02105,2013,16.871455576559548,,5.9,31.1,30.94,,
02110,2013,9.98343253359514,18.9,5.9,28.2,34.75,167.9,366.9
02122,2013,13.358122566387204,21.6,6.4,27.8,45.68,117.8,419.4
02130,2013,11.922460282757616,24.0,8.2,30.2,46.55,125.5,405.4
02150,2013,7.911729227275953,18.5,7,30,45.24,162.4,344.9
02158,2013,5.141710559317783,,No Data,No Data,110.28,,
02164,2013,9.118176364727054,,7.5,31.7,60.84,282.8,561.0
02170,2013,9.07488527325824,27.6,8.2,29.7,46.27,138.5,344.2
02180,2013,6.688997157937475,44.0,6.5,31.5,64.79,176,468.7
02185,2013,5.0755718954248366,44.8,7.2,36,79.48,272.8,422.5
02188,2013,6.614886731391585,47.6,7.4,32.4,54.86,272.2,430.2
02195,2013,13.643269522941356,,6.4,29.9,46.55,,
02198,2013,11.852311511014582,,6.6,34.8,46.55,,
02220,2013,12.40387830157138,21.1,6.2,28.3,43.18,294.6,387.1
02230,2013,12.183235867446394,,6.6,27.6,30.94,,
02240,2013,11.150873174921271,22.8,6.5,32.6,35.22,155.1,391.4
02261,2013,9.95808199570596,24.8,7,29.7,44.62,182.9,369.9
02275,2013,17.973856209150327,,6.9,29.7,46.55,,
02282,2013,13.210445468509985,13.200000000000001,7.2,30.8,30.94,,
02290,2013,11.29496402877698,42.0,7.4,28.1,51.78,168.1,395.0
04001,2013,12.838417079173695,16.4,13.2,35,34.05,226.9,366.3
04003,2013,18.907530599330133,21.2,8.8,26.3,44.33,190.4,407.0
04005,2013,10.152963811000811,14.6,7.8,23.1,37.53,152.5,303.8
04007,2013,25.72587491746062,26.0,8.5,28.3,60.73,253.2,391.2
04009,2013,12.208479149413618,15.4,10.2,32.6,50.9,248.8,388.6
04011,2013,11.832660385823239,,10.2,34.5,50.62,240.2,386.5
04012,2013,35.64467400838125,17.3,10.9,34.1,42.76,241.9,441.0
04013,2013,13.327300065235956,16.6,8.6,25.4,42.06,226.6,347.2
04015,2013,26.16553272353121,27.500000000000004,10,30.4,65.41,180.4,538.2
04017,2013,14.982965417463948,16.9,11.6,31.1,41.52,229.8,367.0
04019,2013,16.978980611296254,16.4,7.9,24.2,44.82,216.3,364.8
04021,2013,17.171339757860704,17.3,11.3,32,45.51,203.3,319.9
04023,2013,15.051449753935959,19.5,6.9,22.7,26.19,206.2,356.4
04025,2013,27.103688537969695,19.6,7.6,25.5,48.52,245.8,359.0
04027,2013,16.77650429799427,13.8,11.7,30.9,42.76,237.4,316.3
05001,2013,16.88616368968275,22.2,11.1,34,65.29,122.8,574.4
05003,2013,17.854121627972557,25.8,12.4,43,53.01,162.7,626.9
05005,2013,29.70987970621965,23.5,11.8,33.8,55.49,144.6,483.7
05007,2013,12.69977157031834,18.0,9.2,30.1,43.42,252.9,412.7
05009,2013,19.052721817402485,16.6,10.5,34.6,53.77,133,576.3
05011,2013,18.120503597122305,16.6,11.2,39.7,44.94,165,705.4
05013,2013,19.183359013867488,,11.3,34.6,58.34,120.2,596.3
05015,2013,20.373502212946637,25.2,10.5,36.8,48.04,160.6,447.1
05017,2013,18.817109663791587,,12.7,43.9,46.99,252.5,634.3
05019,2013,15.401647329731643,14.7,10.9,34.7,51.96,123.5,596.2
05021,2013,20.743993800051665,23.8,9,34.5,61.68,147.3,626.8
05023,2013,24.710243902439025,,10.4,32.9,59.1,428.4,489.1
05025,2013,18.261890780974753,,10.9,36.3,67.23,196.3,711.7
05027,2013,16.171141492340634,15.7,11.7,36.8,54.41,350.3,601.2
05029,2013,17.886949924127464,29.600000000000005,11.6,40.6,54.15,199.2,570.9
05031,2013,12.694165445190993,19.2,12.8,36.5,66.51,361,554.0
05033,2013,14.800460538051146,21.0,10.1,35.1,65.79,159.2,552.2
05035,2013,11.938318020064738,23.3,14.9,38.7,66.04,530.1,537.5
05037,2013,17.07094343930141,27.9,11.8,38.4,77.3,265.1,538.9
05039,2013,19.348707551951343,,11.9,37,55.25,209,619.6
05041,2013,16.693329067349225,23.8,12.9,40,41.64,225.9,818.4
05043,2013,15.744407577865783,21.3,12.3,34.5,51.66,258.4,611.0
05045,2013,10.856212660267168,17.9,11.6,33.1,55.69,199.9,477.9
05047,2013,17.62210438180296,,11.9,37.8,72.39,153.2,547.4
