County,State,Value,Category Range,Year
Turner,SD,377.6,147.7 - 380.3 (644),2013-2015
Turner,GA,611.9,552.5 - 1132.8 (643),2013-2015
Tuolumne,CA,429.3,380.4 - 430.1 (643),2013-2015
Tunica,MS,818.8,552.5 - 1132.8 (643),2013-2015
Tulsa,OK,545.5,481.6 - 552.4 (641),2013-2015
Tulare,CA,508.1,481.6 - 552.4 (641),2013-2015
Tucker,WV,522.8,481.6 - 552.4 (641),2013-2015
Trumbull,OH,530.9,481.6 - 552.4 (641),2013-2015
Trujillo Alto,PR,279.9,147.7 - 380.3 (644),2013-2015
Trousdale,TN,500.5,481.6 - 552.4 (641),2013-2015
Troup,GA,545,481.6 - 552.4 (641),2013-2015
Tripp,SD,398.4,380.4 - 430.1 (643),2013-2015
Trinity,CA,470.8,430.2 - 481.5 (646),2013-2015
Trinity,TX,593.5,552.5 - 1132.8 (643),2013-2015
Trimble,KY,532.5,481.6 - 552.4 (641),2013-2015
Trigg,KY,487.8,481.6 - 552.4 (641),2013-2015
Treutlen,GA,541.2,481.6 - 552.4 (641),2013-2015
Trempealeau,WI,407.6,380.4 - 430.1 (643),2013-2015
Trego,KS,413.5,380.4 - 430.1 (643),2013-2015
Treasure,MT,396.9,380.4 - 430.1 (643),2013-2015
Travis,TX,316.3,147.7 - 380.3 (644),2013-2015
Traverse,MN,404.9,380.4 - 430.1 (643),2013-2015
Transylvania,NC,341.4,147.7 - 380.3 (644),2013-2015
Traill,ND,360.5,147.7 - 380.3 (644),2013-2015
Towns,GA,394.5,380.4 - 430.1 (643),2013-2015
Towner,ND,508,481.6 - 552.4 (641),2013-2015
Torrance,NM,404.7,380.4 - 430.1 (643),2013-2015
Toombs,GA,638.7,552.5 - 1132.8 (643),2013-2015
Toole,MT,409.5,380.4 - 430.1 (643),2013-2015
Tooele,UT,384.2,380.4 - 430.1 (643),2013-2015
Tompkins,NY,369.3,147.7 - 380.3 (644),2013-2015
Tom Green,TX,321.2,147.7 - 380.3 (644),2013-2015
Tolland,CT,366.4,147.7 - 380.3 (644),2013-2015
Todd,MN,360.9,147.7 - 380.3 (644),2013-2015
Todd,SD,408.7,380.4 - 430.1 (643),2013-2015
Todd,KY,517.7,481.6 - 552.4 (641),2013-2015
Toa Baja,PR,309,147.7 - 380.3 (644),2013-2015
Toa Alta,PR,253.7,147.7 - 380.3 (644),2013-2015
Titus,TX,542.3,481.6 - 552.4 (641),2013-2015
Tishomingo,MS,733.6,552.5 - 1132.8 (643),2013-2015
Tipton,IN,432.4,430.2 - 481.5 (646),2013-2015
Tipton,TN,550.8,481.6 - 552.4 (641),2013-2015
Tippecanoe,IN,443.6,430.2 - 481.5 (646),2013-2015
Tippah,MS,671.1,552.5 - 1132.8 (643),2013-2015
Tioga,NY,431,430.2 - 481.5 (646),2013-2015
Tioga,PA,451.7,430.2 - 481.5 (646),2013-2015
Tillman,OK,544.8,481.6 - 552.4 (641),2013-2015
Tillamook,OR,365.1,147.7 - 380.3 (644),2013-2015
Tift,GA,566.6,552.5 - 1132.8 (643),2013-2015
Thurston,WA,366.7,147.7 - 380.3 (644),2013-2015
Thurston,NE,418.6,380.4 - 430.1 (643),2013-2015
Throckmorton,TX,503.4,481.6 - 552.4 (641),2013-2015
Thomas,NE,283,147.7 - 380.3 (644),2013-2015
Thomas,KS,406.6,380.4 - 430.1 (643),2013-2015
Thomas,GA,458,430.2 - 481.5 (646),2013-2015
Thayer,NE,454,430.2 - 481.5 (646),2013-2015
Texas,MO,556,552.5 - 1132.8 (643),2013-2015
Texas,OK,561.9,552.5 - 1132.8 (643),2013-2015
Teton,WY,216.2,147.7 - 380.3 (644),2013-2015
Teton,ID,343.9,147.7 - 380.3 (644),2013-2015
Teton,MT,357.9,147.7 - 380.3 (644),2013-2015
Terry,TX,474.1,430.2 - 481.5 (646),2013-2015
Terrell,TX,397.7,380.4 - 430.1 (643),2013-2015
Terrell,GA,527.7,481.6 - 552.4 (641),2013-2015
Terrebonne,LA,573.1,552.5 - 1132.8 (643),2013-2015
Tensas,LA,703.2,552.5 - 1132.8 (643),2013-2015
Teller,CO,383.1,380.4 - 430.1 (643),2013-2015
Telfair,GA,549.6,481.6 - 552.4 (641),2013-2015
Tehama,CA,453.3,430.2 - 481.5 (646),2013-2015
Tazewell,IL,450.8,430.2 - 481.5 (646),2013-2015
Tazewell,VA,543.8,481.6 - 552.4 (641),2013-2015
Taylor,WI,326.1,147.7 - 380.3 (644),2013-2015
Taylor,IA,480.2,430.2 - 481.5 (646),2013-2015
Taylor,FL,493,481.6 - 552.4 (641),2013-2015
Taylor,WV,515,481.6 - 552.4 (641),2013-2015
Taylor,KY,517.4,481.6 - 552.4 (641),2013-2015
Taylor,TX,528.7,481.6 - 552.4 (641),2013-2015
Taylor,GA,547.7,481.6 - 552.4 (641),2013-2015
Tattnall,GA,619.5,552.5 - 1132.8 (643),2013-2015
Tate,MS,705.3,552.5 - 1132.8 (643),2013-2015
Tarrant,TX,431.3,430.2 - 481.5 (646),2013-2015
Taos,NM,260.2,147.7 - 380.3 (644),2013-2015
Tangipahoa,LA,520,481.6 - 552.4 (641),2013-2015
Taney,MO,560.6,552.5 - 1132.8 (643),2013-2015
Tama,IA,410.3,380.4 - 430.1 (643),2013-2015
Tallapoosa,AL,549.1,481.6 - 552.4 (641),2013-2015
Tallahatchie,MS,650.2,552.5 - 1132.8 (643),2013-2015
Talladega,AL,585.4,552.5 - 1132.8 (643),2013-2015
Taliaferro,GA,539.1,481.6 - 552.4 (641),2013-2015
Talbot,MD,393.5,380.4 - 430.1 (643),2013-2015
Talbot,GA,571.8,552.5 - 1132.8 (643),2013-2015
Switzerland,IN,515.1,481.6 - 552.4 (641),2013-2015
Swisher,TX,463,430.2 - 481.5 (646),2013-2015
Swift,MN,343.8,147.7 - 380.3 (644),2013-2015
Sweetwater,WY,414.3,380.4 - 430.1 (643),2013-2015
Sweet Grass,MT,415.5,380.4 - 430.1 (643),2013-2015
Swain,NC,479.3,430.2 - 481.5 (646),2013-2015
Suwannee,FL,521.1,481.6 - 552.4 (641),2013-2015
Sutton,TX,379.5,147.7 - 380.3 (644),2013-2015
Sutter,CA,450.4,430.2 - 481.5 (646),2013-2015
Sussex,NJ,426.5,380.4 - 430.1 (643),2013-2015
Sussex,DE,444.4,430.2 - 481.5 (646),2013-2015
Sussex,VA,575,552.5 - 1132.8 (643),2013-2015
Susquehanna,PA,451,430.2 - 481.5 (646),2013-2015
Surry,NC,427.3,380.4 - 430.1 (643),2013-2015
Surry,VA,467.5,430.2 - 481.5 (646),2013-2015
Sunflower,MS,700.6,552.5 - 1132.8 (643),2013-2015
Sumter,FL,321.8,147.7 - 380.3 (644),2013-2015
Sumter,SC,525.3,481.6 - 552.4 (641),2013-2015
Sumter,GA,552.6,552.5 - 1132.8 (643),2013-2015
Sumter,AL,633.6,552.5 - 1132.8 (643),2013-2015
Sumner,KS,429.9,380.4 - 430.1 (643),2013-2015
Sumner,TN,448.5,430.2 - 481.5 (646),2013-2015
Summit,CO,155.9,147.7 - 380.3 (644),2013-2015
Summit,UT,380.8,380.4 - 430.1 (643),2013-2015
Summit,OH,456.9,430.2 - 481.5 (646),2013-2015
Summers,WV,532.2,481.6 - 552.4 (641),2013-2015
Sully,SD,317.5,147.7 - 380.3 (644),2013-2015
Sullivan,NH,377.2,147.7 - 380.3 (644),2013-2015
Sullivan,PA,461.9,430.2 - 481.5 (646),2013-2015
Sullivan,NY,469.7,430.2 - 481.5 (646),2013-2015
Sullivan,TN,526.6,481.6 - 552.4 (641),2013-2015
Sullivan,IN,552.4,481.6 - 552.4 (641),2013-2015
Sullivan,MO,586.8,552.5 - 1132.8 (643),2013-2015
Suffolk,MA,328,147.7 - 380.3 (644),2013-2015
Suffolk,NY,436.5,430.2 - 481.5 (646),2013-2015
Suffolk,VA,481.5,430.2 - 481.5 (646),2013-2015
Sublette,WY,325.7,147.7 - 380.3 (644),2013-2015
Stutsman,ND,374.6,147.7 - 380.3 (644),2013-2015
Strafford,NH,366.9,147.7 - 380.3 (644),2013-2015
Story,IA,343.3,147.7 - 380.3 (644),2013-2015
Storey,NV,476.2,430.2 - 481.5 (646),2013-2015
Stonewall,TX,571,552.5 - 1132.8 (643),2013-2015
Stone,AR,501.4,481.6 - 552.4 (641),2013-2015
Stone,MO,540.1,481.6 - 552.4 (641),2013-2015
Stone,MS,549.8,481.6 - 552.4 (641),2013-2015
Stokes,NC,469.9,430.2 - 481.5 (646),2013-2015
Stoddard,MO,571.5,552.5 - 1132.8 (643),2013-2015
Stillwater,MT,440.4,430.2 - 481.5 (646),2013-2015
Stewart,GA,548.6,481.6 - 552.4 (641),2013-2015
Stewart,TN,577.2,552.5 - 1132.8 (643),2013-2015
Stevens,MN,372.9,147.7 - 380.3 (644),2013-2015
Stevens,KS,389.1,380.4 - 430.1 (643),2013-2015
Stevens,WA,404.6,380.4 - 430.1 (643),2013-2015
Steuben,IN,457.9,430.2 - 481.5 (646),2013-2015
Steuben,NY,458.8,430.2 - 481.5 (646),2013-2015
Sterling,TX,325.8,147.7 - 380.3 (644),2013-2015
Stephenson,IL,388.2,380.4 - 430.1 (643),2013-2015
Stephens,TX,550.9,481.6 - 552.4 (641),2013-2015
Stephens,GA,555.2,552.5 - 1132.8 (643),2013-2015
Stephens,OK,627.9,552.5 - 1132.8 (643),2013-2015
Steele,MN,321.4,147.7 - 380.3 (644),2013-2015
Steele,ND,347.1,147.7 - 380.3 (644),2013-2015
Stearns,MN,310.8,147.7 - 380.3 (644),2013-2015
Ste. Genevieve,MO,519.3,481.6 - 552.4 (641),2013-2015
Staunton,VA,519.4,481.6 - 552.4 (641),2013-2015
Starr,TX,423.2,380.4 - 430.1 (643),2013-2015
Starke,IN,604.4,552.5 - 1132.8 (643),2013-2015
Stark,ND,390.4,380.4 - 430.1 (643),2013-2015
Stark,OH,427.2,380.4 - 430.1 (643),2013-2015
Stark,IL,463.2,430.2 - 481.5 (646),2013-2015
Stanton,KS,381.9,380.4 - 430.1 (643),2013-2015
Stanton,NE,393.1,380.4 - 430.1 (643),2013-2015
Stanly,NC,540.5,481.6 - 552.4 (641),2013-2015
Stanley,SD,299.7,147.7 - 380.3 (644),2013-2015
Stanislaus,CA,500.5,481.6 - 552.4 (641),2013-2015
Stafford,VA,344.8,147.7 - 380.3 (644),2013-2015
Stafford,KS,402.7,380.4 - 430.1 (643),2013-2015
St. Tammany,LA,412.5,380.4 - 430.1 (643),2013-2015
St. Mary's,MD,422.8,380.4 - 430.1 (643),2013-2015
St. Mary,LA,534.8,481.6 - 552.4 (641),2013-2015
St. Martin,LA,543.7,481.6 - 552.4 (641),2013-2015
St. Lucie,FL,370.4,147.7 - 380.3 (644),2013-2015
St. Louis City,MO,569.7,552.5 - 1132.8 (643),2013-2015
St. Louis,MN,364.6,147.7 - 380.3 (644),2013-2015
St. Louis,MO,435,430.2 - 481.5 (646),2013-2015
St. Lawrence,NY,481,430.2 - 481.5 (646),2013-2015
St. Landry,LA,681.8,552.5 - 1132.8 (643),2013-2015
St. Joseph,IN,462.5,430.2 - 481.5 (646),2013-2015
St. Joseph,MI,575.9,552.5 - 1132.8 (643),2013-2015
St. Johns,FL,329.1,147.7 - 380.3 (644),2013-2015
St. John the Baptist,LA,574.3,552.5 - 1132.8 (643),2013-2015
St. James,LA,503.9,481.6 - 552.4 (641),2013-2015
St. Helena,LA,547.1,481.6 - 552.4 (641),2013-2015
St. Francois,MO,626,552.5 - 1132.8 (643),2013-2015
St. Francis,AR,640.2,552.5 - 1132.8 (643),2013-2015
St. Croix,WI,331.3,147.7 - 380.3 (644),2013-2015
St. Clair,IL,466.3,430.2 - 481.5 (646),2013-2015
St. Clair,MI,556.1,552.5 - 1132.8 (643),2013-2015
St. Clair,AL,560.2,552.5 - 1132.8 (643),2013-2015
St. Clair,MO,614.6,552.5 - 1132.8 (643),2013-2015
St. Charles,MO,378.9,147.7 - 380.3 (644),2013-2015
St. Charles,LA,455.3,430.2 - 481.5 (646),2013-2015
St. Bernard,LA,483.4,481.6 - 552.4 (641),2013-2015
Spotsylvania,VA,340.2,147.7 - 380.3 (644),2013-2015
Spokane,WA,379.6,147.7 - 380.3 (644),2013-2015
Spink,SD,378.6,147.7 - 380.3 (644),2013-2015
Spencer,IN,402.9,380.4 - 430.1 (643),2013-2015
Spencer,KY,447.4,430.2 - 481.5 (646),2013-2015
Spartanburg,SC,509.8,481.6 - 552.4 (641),2013-2015
Spalding,GA,537.2,481.6 - 552.4 (641),2013-2015
Southeast Fairbanks,AK,391.4,380.4 - 430.1 (643),2013-2015
Southampton,VA,373.6,147.7 - 380.3 (644),2013-2015
Sonoma,CA,355.5,147.7 - 380.3 (644),2013-2015
Somervell,TX,462.5,430.2 - 481.5 (646),2013-2015
Somerset,NJ,344.3,147.7 - 380.3 (644),2013-2015
Somerset,ME,432.9,430.2 - 481.5 (646),2013-2015
Somerset,PA,485,481.6 - 552.4 (641),2013-2015
Somerset,MD,655.6,552.5 - 1132.8 (643),2013-2015
Solano,CA,361.2,147.7 - 380.3 (644),2013-2015
Socorro,NM,384.2,380.4 - 430.1 (643),2013-2015
Snyder,PA,375.8,147.7 - 380.3 (644),2013-2015
Snohomish,WA,360,147.7 - 380.3 (644),2013-2015
Smyth,VA,523.2,481.6 - 552.4 (641),2013-2015
Smith,KS,476.2,430.2 - 481.5 (646),2013-2015
Smith,TX,529.4,481.6 - 552.4 (641),2013-2015
Smith,TN,534.8,481.6 - 552.4 (641),2013-2015
Smith,MS,645,552.5 - 1132.8 (643),2013-2015
Slope,ND,380.3,147.7 - 380.3 (644),2013-2015
Skamania,WA,358.6,147.7 - 380.3 (644),2013-2015
Skagit,WA,351.7,147.7 - 380.3 (644),2013-2015
Sitka,AK,387.1,380.4 - 430.1 (643),2013-2015
Siskiyou,CA,452.7,430.2 - 481.5 (646),2013-2015
Sioux,IA,318.3,147.7 - 380.3 (644),2013-2015
Sioux,NE,407.1,380.4 - 430.1 (643),2013-2015
Sioux,ND,791.5,552.5 - 1132.8 (643),2013-2015
Simpson,MS,533.6,481.6 - 552.4 (641),2013-2015
Simpson,KY,562.2,552.5 - 1132.8 (643),2013-2015
Silver Bow,MT,523.9,481.6 - 552.4 (641),2013-2015
Sierra,CA,393.6,380.4 - 430.1 (643),2013-2015
Sierra,NM,465.5,430.2 - 481.5 (646),2013-2015
Sibley,MN,350.5,147.7 - 380.3 (644),2013-2015
Shoshone,ID,476.5,430.2 - 481.5 (646),2013-2015
Shiawassee,MI,517,481.6 - 552.4 (641),2013-2015
Sherman,NE,387,380.4 - 430.1 (643),2013-2015
Sherman,OR,387.9,380.4 - 430.1 (643),2013-2015
Sherman,KS,393.6,380.4 - 430.1 (643),2013-2015
Sherman,TX,578.6,552.5 - 1132.8 (643),2013-2015
Sheridan,ND,340.2,147.7 - 380.3 (644),2013-2015
Sheridan,KS,405.4,380.4 - 430.1 (643),2013-2015
Sheridan,WY,449.4,430.2 - 481.5 (646),2013-2015
Sheridan,NE,481.1,430.2 - 481.5 (646),2013-2015
Sheridan,MT,519.5,481.6 - 552.4 (641),2013-2015
Sherburne,MN,294.2,147.7 - 380.3 (644),2013-2015
Shenandoah,VA,408.5,380.4 - 430.1 (643),2013-2015
Shelby,AL,391.3,380.4 - 430.1 (643),2013-2015
Shelby,IA,409.9,380.4 - 430.1 (643),2013-2015
Shelby,IL,454.2,430.2 - 481.5 (646),2013-2015
Shelby,IN,465.6,430.2 - 481.5 (646),2013-2015
Shelby,KY,490.8,481.6 - 552.4 (641),2013-2015
Shelby,OH,493.9,481.6 - 552.4 (641),2013-2015
Shelby,TN,539,481.6 - 552.4 (641),2013-2015
Shelby,MO,557.7,552.5 - 1132.8 (643),2013-2015
Shelby,TX,605,552.5 - 1132.8 (643),2013-2015
Sheboygan,WI,417.8,380.4 - 430.1 (643),2013-2015
Shawnee,KS,426.4,380.4 - 430.1 (643),2013-2015
Shawano,WI,431.7,430.2 - 481.5 (646),2013-2015
Shasta,CA,496.3,481.6 - 552.4 (641),2013-2015
Sharp,AR,597.2,552.5 - 1132.8 (643),2013-2015
Sharkey,MS,623.1,552.5 - 1132.8 (643),2013-2015
Shannon,MO,563.9,552.5 - 1132.8 (643),2013-2015
Shackelford,TX,508,481.6 - 552.4 (641),2013-2015
Seward,KS,381,380.4 - 430.1 (643),2013-2015
Seward,NE,403,380.4 - 430.1 (643),2013-2015
Sevier,UT,492.6,481.6 - 552.4 (641),2013-2015
Sevier,TN,503.8,481.6 - 552.4 (641),2013-2015
Sevier,AR,549.4,481.6 - 552.4 (641),2013-2015
Sequoyah,OK,684.4,552.5 - 1132.8 (643),2013-2015
Sequatchie,TN,480.8,430.2 - 481.5 (646),2013-2015
Seneca,NY,382.7,380.4 - 430.1 (643),2013-2015
Seneca,OH,500.6,481.6 - 552.4 (641),2013-2015
Seminole,FL,360.9,147.7 - 380.3 (644),2013-2015
Seminole,GA,549,481.6 - 552.4 (641),2013-2015
Seminole,OK,696.6,552.5 - 1132.8 (643),2013-2015
Sedgwick,CO,389.8,380.4 - 430.1 (643),2013-2015
Sedgwick,KS,433.2,430.2 - 481.5 (646),2013-2015
Sebastian,AR,530.5,481.6 - 552.4 (641),2013-2015
Searcy,AR,519.4,481.6 - 552.4 (641),2013-2015
Scurry,TX,427.4,380.4 - 430.1 (643),2013-2015
Screven,GA,596.4,552.5 - 1132.8 (643),2013-2015
Scotts Bluff,NE,431.2,430.2 - 481.5 (646),2013-2015
Scott,MN,307,147.7 - 380.3 (644),2013-2015
Scott,KS,346.5,147.7 - 380.3 (644),2013-2015
Scott,IA,375.5,147.7 - 380.3 (644),2013-2015
Scott,IL,466,430.2 - 481.5 (646),2013-2015
Scott,KY,492.6,481.6 - 552.4 (641),2013-2015
Scott,MO,511.9,481.6 - 552.4 (641),2013-2015
Scott,VA,534.5,481.6 - 552.4 (641),2013-2015
Scott,AR,538.8,481.6 - 552.4 (641),2013-2015
Scott,IN,540.4,481.6 - 552.4 (641),2013-2015
Scott,TN,563.3,552.5 - 1132.8 (643),2013-2015
Scott,MS,609.6,552.5 - 1132.8 (643),2013-2015
Scotland,MO,451.1,430.2 - 481.5 (646),2013-2015
Scotland,NC,526.4,481.6 - 552.4 (641),2013-2015
Scioto,OH,652.2,552.5 - 1132.8 (643),2013-2015
Schuylkill,PA,584.7,552.5 - 1132.8 (643),2013-2015
Schuyler,NY,416.2,380.4 - 430.1 (643),2013-2015
Schuyler,IL,443,430.2 - 481.5 (646),2013-2015
Schuyler,MO,491.3,481.6 - 552.4 (641),2013-2015
Schoolcraft,MI,406.6,380.4 - 430.1 (643),2013-2015
Schoharie,NY,451.5,430.2 - 481.5 (646),2013-2015
Schley,GA,489.6,481.6 - 552.4 (641),2013-2015
Schleicher,TX,348.7,147.7 - 380.3 (644),2013-2015
Schenectady,NY,468.5,430.2 - 481.5 (646),2013-2015
Sawyer,WI,482.9,481.6 - 552.4 (641),2013-2015
Saunders,NE,393.9,380.4 - 430.1 (643),2013-2015
Sauk,WI,411.9,380.4 - 430.1 (643),2013-2015
Sarpy,NE,383.3,380.4 - 430.1 (643),2013-2015
Sargent,ND,386.5,380.4 - 430.1 (643),2013-2015
Saratoga,NY,377.1,147.7 - 380.3 (644),2013-2015
Sarasota,FL,278.6,147.7 - 380.3 (644),2013-2015
Santa Rosa,FL,439,430.2 - 481.5 (646),2013-2015
Santa Isabel,PR,391.9,380.4 - 430.1 (643),2013-2015
Santa Fe,NM,314.5,147.7 - 380.3 (644),2013-2015
Santa Cruz,CA,329.8,147.7 - 380.3 (644),2013-2015
Santa Cruz,AZ,356.4,147.7 - 380.3 (644),2013-2015
Santa Clara,CA,299.8,147.7 - 380.3 (644),2013-2015
Santa Barbara,CA,345.6,147.7 - 380.3 (644),2013-2015
Sanpete,UT,426.2,380.4 - 430.1 (643),2013-2015
Sanilac,MI,563.1,552.5 - 1132.8 (643),2013-2015
Sangamon,IL,448.2,430.2 - 481.5 (646),2013-2015
Sandusky,OH,469.5,430.2 - 481.5 (646),2013-2015
Sandoval,NM,332.9,147.7 - 380.3 (644),2013-2015
Sanders,MT,478.6,430.2 - 481.5 (646),2013-2015
Sanborn,SD,414,380.4 - 430.1 (643),2013-2015
San Sebastian,PR,313,147.7 - 380.3 (644),2013-2015
San Saba,TX,374.8,147.7 - 380.3 (644),2013-2015
San Patricio,TX,464.2,430.2 - 481.5 (646),2013-2015
San Miguel,CO,310.5,147.7 - 380.3 (644),2013-2015
San Miguel,NM,394,380.4 - 430.1 (643),2013-2015
San Mateo,CA,300.4,147.7 - 380.3 (644),2013-2015
San Luis Obispo,CA,364.2,147.7 - 380.3 (644),2013-2015
San Lorenzo,PR,292.4,147.7 - 380.3 (644),2013-2015
San Juan,PR,290.4,147.7 - 380.3 (644),2013-2015
San Juan,UT,298.9,147.7 - 380.3 (644),2013-2015
San Juan,WA,300.9,147.7 - 380.3 (644),2013-2015
San Juan,NM,323.4,147.7 - 380.3 (644),2013-2015
San Juan,CO,335.3,147.7 - 380.3 (644),2013-2015
San Joaquin,CA,446.7,430.2 - 481.5 (646),2013-2015
San Jacinto,TX,481.9,481.6 - 552.4 (641),2013-2015
San German,PR,302.9,147.7 - 380.3 (644),2013-2015
San Francisco,CA,296.7,147.7 - 380.3 (644),2013-2015
San Diego,CA,359.3,147.7 - 380.3 (644),2013-2015
San Bernardino,CA,480,430.2 - 481.5 (646),2013-2015
San Benito,CA,336,147.7 - 380.3 (644),2013-2015
San Augustine,TX,552.5,552.5 - 1132.8 (643),2013-2015
Sampson,NC,487.5,481.6 - 552.4 (641),2013-2015
Saluda,SC,488,481.6 - 552.4 (641),2013-2015
Salt Lake,UT,392.5,380.4 - 430.1 (643),2013-2015
Saline,NE,404.6,380.4 - 430.1 (643),2013-2015
Saline,KS,409.8,380.4 - 430.1 (643),2013-2015
Saline,AR,437.5,430.2 - 481.5 (646),2013-2015
Saline,IL,482.9,481.6 - 552.4 (641),2013-2015
Saline,MO,544.3,481.6 - 552.4 (641),2013-2015
Salinas,PR,318.9,147.7 - 380.3 (644),2013-2015
Salem,NJ,494.1,481.6 - 552.4 (641),2013-2015
Salem,VA,510.3,481.6 - 552.4 (641),2013-2015
Saguache,CO,363.3,147.7 - 380.3 (644),2013-2015
Saginaw,MI,444.9,430.2 - 481.5 (646),2013-2015
Sagadahoc,ME,372.9,147.7 - 380.3 (644),2013-2015
Sacramento,CA,433.6,430.2 - 481.5 (646),2013-2015
Sac,IA,427.3,380.4 - 430.1 (643),2013-2015
Sabine,LA,564.6,552.5 - 1132.8 (643),2013-2015
Sabine,TX,576.3,552.5 - 1132.8 (643),2013-2015
Sabana Grande,PR,336.8,147.7 - 380.3 (644),2013-2015
Rutland,VT,414.8,380.4 - 430.1 (643),2013-2015
Rutherford,TN,466,430.2 - 481.5 (646),2013-2015
Rutherford,NC,560.3,552.5 - 1132.8 (643),2013-2015
Russell,KS,419.4,380.4 - 430.1 (643),2013-2015
Russell,KY,511.5,481.6 - 552.4 (641),2013-2015
Russell,AL,512.7,481.6 - 552.4 (641),2013-2015
Russell,VA,534,481.6 - 552.4 (641),2013-2015
Rusk,WI,453,430.2 - 481.5 (646),2013-2015
Rusk,TX,544.7,481.6 - 552.4 (641),2013-2015
Rush,KS,403.7,380.4 - 430.1 (643),2013-2015
Rush,IN,463.6,430.2 - 481.5 (646),2013-2015
Runnels,TX,475.4,430.2 - 481.5 (646),2013-2015
Rowan,NC,495.1,481.6 - 552.4 (641),2013-2015
Rowan,KY,563.5,552.5 - 1132.8 (643),2013-2015
Routt,CO,263.9,147.7 - 380.3 (644),2013-2015
Ross,OH,516.5,481.6 - 552.4 (641),2013-2015
Rosebud,MT,401.7,380.4 - 430.1 (643),2013-2015
Roseau,MN,403.4,380.4 - 430.1 (643),2013-2015
Roscommon,MI,559.9,552.5 - 1132.8 (643),2013-2015
Roosevelt,NM,461.2,430.2 - 481.5 (646),2013-2015
Roosevelt,MT,798.2,552.5 - 1132.8 (643),2013-2015
Rooks,KS,436.6,430.2 - 481.5 (646),2013-2015
Rolette,ND,559.6,552.5 - 1132.8 (643),2013-2015
Rogers,OK,560.9,552.5 - 1132.8 (643),2013-2015
Roger Mills,OK,548.7,481.6 - 552.4 (641),2013-2015
Rockwall,TX,394.1,380.4 - 430.1 (643),2013-2015
Rockland,NY,374.3,147.7 - 380.3 (644),2013-2015
Rockingham,VA,346.2,147.7 - 380.3 (644),2013-2015
Rockingham,NH,354.4,147.7 - 380.3 (644),2013-2015
Rockingham,NC,496.8,481.6 - 552.4 (641),2013-2015
Rockdale,GA,392,380.4 - 430.1 (643),2013-2015
Rockcastle,KY,534.8,481.6 - 552.4 (641),2013-2015
Rockbridge,VA,362.7,147.7 - 380.3 (644),2013-2015
Rock Island,IL,468.8,430.2 - 481.5 (646),2013-2015
Rock,MN,363.7,147.7 - 380.3 (644),2013-2015
Rock,WI,404.1,380.4 - 430.1 (643),2013-2015
Rock,NE,477.4,430.2 - 481.5 (646),2013-2015
Robeson,NC,549.7,481.6 - 552.4 (641),2013-2015
Robertson,TX,487.8,481.6 - 552.4 (641),2013-2015
Robertson,TN,566.8,552.5 - 1132.8 (643),2013-2015
Robertson,KY,692.2,552.5 - 1132.8 (643),2013-2015
Roberts,SD,393.9,380.4 - 430.1 (643),2013-2015
Roberts,TX,622.6,552.5 - 1132.8 (643),2013-2015
Roanoke City,VA,518.4,481.6 - 552.4 (641),2013-2015
Roanoke,VA,388.6,380.4 - 430.1 (643),2013-2015
Roane,WV,469.5,430.2 - 481.5 (646),2013-2015
Roane,TN,480.5,430.2 - 481.5 (646),2013-2015
Riverside,CA,426.9,380.4 - 430.1 (643),2013-2015
Ritchie,WV,499.1,481.6 - 552.4 (641),2013-2015
Ripley,IN,494,481.6 - 552.4 (641),2013-2015
Ripley,MO,630.4,552.5 - 1132.8 (643),2013-2015
Rio Grande,PR,285.9,147.7 - 380.3 (644),2013-2015
Rio Grande,CO,399.8,380.4 - 430.1 (643),2013-2015
Rio Blanco,CO,327.3,147.7 - 380.3 (644),2013-2015
Rio Arriba,NM,323,147.7 - 380.3 (644),2013-2015
Ringgold,IA,469,430.2 - 481.5 (646),2013-2015
Rincon,PR,250.6,147.7 - 380.3 (644),2013-2015
Riley,KS,306,147.7 - 380.3 (644),2013-2015
Richmond City,VA,511.2,481.6 - 552.4 (641),2013-2015
Richmond,VA,463.9,430.2 - 481.5 (646),2013-2015
Richmond,GA,534,481.6 - 552.4 (641),2013-2015
Richmond,NY,537.9,481.6 - 552.4 (641),2013-2015
Richmond,NC,623.3,552.5 - 1132.8 (643),2013-2015
Richland,ND,362,147.7 - 380.3 (644),2013-2015
Richland,WI,413.1,380.4 - 430.1 (643),2013-2015
Richland,MT,413.8,380.4 - 430.1 (643),2013-2015
Richland,SC,455.3,430.2 - 481.5 (646),2013-2015
Richland,OH,486.4,481.6 - 552.4 (641),2013-2015
Richland,IL,497.4,481.6 - 552.4 (641),2013-2015
Richland,LA,652.9,552.5 - 1132.8 (643),2013-2015
Richardson,NE,408.7,380.4 - 430.1 (643),2013-2015
Rich,UT,384.4,380.4 - 430.1 (643),2013-2015
Rice,MN,298.9,147.7 - 380.3 (644),2013-2015
Rice,KS,461.8,430.2 - 481.5 (646),2013-2015
Rhea,TN,554.8,552.5 - 1132.8 (643),2013-2015
Reynolds,MO,592.5,552.5 - 1132.8 (643),2013-2015
Republic,KS,432.2,430.2 - 481.5 (646),2013-2015
Renville,MN,354.3,147.7 - 380.3 (644),2013-2015
Renville,ND,363.9,147.7 - 380.3 (644),2013-2015
Rensselaer,NY,472.9,430.2 - 481.5 (646),2013-2015
Reno,KS,409.9,380.4 - 430.1 (643),2013-2015
