County,State,Value,Category Range,Year
Jefferson,CO,373.9,139.6 - 425.3 (645),2007-2009
Jefferson,WA,383.2,139.6 - 425.3 (645),2007-2009
Jefferson,KS,432.2,425.4 - 477.1 (642),2007-2009
Jefferson,WI,432.6,425.4 - 477.1 (642),2007-2009
Jefferson,ID,433.9,425.4 - 477.1 (642),2007-2009
Jefferson,OR,467,425.4 - 477.1 (642),2007-2009
Jefferson,FL,470.4,425.4 - 477.1 (642),2007-2009
Jefferson,MT,474.9,425.4 - 477.1 (642),2007-2009
Jefferson,KY,483.7,477.2 - 529.3 (644),2007-2009
Jefferson,NE,487.7,477.2 - 529.3 (644),2007-2009
Jefferson,WV,490.3,477.2 - 529.3 (644),2007-2009
Jefferson,IL,497.5,477.2 - 529.3 (644),2007-2009
Jefferson,LA,529,477.2 - 529.3 (644),2007-2009
Jefferson,NY,532.2,529.4 - 604.5 (642),2007-2009
Jefferson,IA,537.6,529.4 - 604.5 (642),2007-2009
Jefferson,TN,558,529.4 - 604.5 (642),2007-2009
Jefferson,PA,563,529.4 - 604.5 (642),2007-2009
Jefferson,AL,574.1,529.4 - 604.5 (642),2007-2009
Jefferson,IN,583,529.4 - 604.5 (642),2007-2009
Jefferson,TX,602.8,529.4 - 604.5 (642),2007-2009
Jefferson,GA,628.4,604.6 - 949.9 (643),2007-2009
Jefferson,MO,646.5,604.6 - 949.9 (643),2007-2009
Jefferson,MS,648.1,604.6 - 949.9 (643),2007-2009
Jefferson,OH,687.7,604.6 - 949.9 (643),2007-2009
Jefferson,AR,692,604.6 - 949.9 (643),2007-2009
Jefferson,OK,720.3,604.6 - 949.9 (643),2007-2009
Jefferson Davis,MS,637.5,604.6 - 949.9 (643),2007-2009
Jefferson Davis,LA,749.2,604.6 - 949.9 (643),2007-2009
Jenkins,GA,559.8,529.4 - 604.5 (642),2007-2009
Jennings,IN,534.4,529.4 - 604.5 (642),2007-2009
Jerauld,SD,341.8,139.6 - 425.3 (645),2007-2009
Jerome,ID,406.1,139.6 - 425.3 (645),2007-2009
Jersey,IL,503.9,477.2 - 529.3 (644),2007-2009
Jessamine,KY,420.3,139.6 - 425.3 (645),2007-2009
Jewell,KS,459.3,425.4 - 477.1 (642),2007-2009
Jim Hogg,TX,585.5,529.4 - 604.5 (642),2007-2009
Jim Wells,TX,574.7,529.4 - 604.5 (642),2007-2009
Jo Daviess,IL,455.9,425.4 - 477.1 (642),2007-2009
Johnson,IA,353.3,139.6 - 425.3 (645),2007-2009
Johnson,NE,370.3,139.6 - 425.3 (645),2007-2009
Johnson,KS,419,139.6 - 425.3 (645),2007-2009
Johnson,WY,419.9,139.6 - 425.3 (645),2007-2009
Johnson,TN,497.6,477.2 - 529.3 (644),2007-2009
Johnson,MO,511.2,477.2 - 529.3 (644),2007-2009
Johnson,IL,535.3,529.4 - 604.5 (642),2007-2009
Johnson,IN,552.7,529.4 - 604.5 (642),2007-2009
Johnson,KY,612.8,604.6 - 949.9 (643),2007-2009
Johnson,TX,617.7,604.6 - 949.9 (643),2007-2009
Johnson,AR,617.9,604.6 - 949.9 (643),2007-2009
Johnson,GA,720.4,604.6 - 949.9 (643),2007-2009
Johnston,NC,600.5,529.4 - 604.5 (642),2007-2009
Johnston,OK,679.3,604.6 - 949.9 (643),2007-2009
Jones,SD,360.5,139.6 - 425.3 (645),2007-2009
Jones,IA,414.9,139.6 - 425.3 (645),2007-2009
Jones,GA,583.5,529.4 - 604.5 (642),2007-2009
Jones,TX,608,604.6 - 949.9 (643),2007-2009
Jones,MS,619.8,604.6 - 949.9 (643),2007-2009
Jones,NC,668.9,604.6 - 949.9 (643),2007-2009
Josephine,OR,452.8,425.4 - 477.1 (642),2007-2009
Juab,UT,562.8,529.4 - 604.5 (642),2007-2009
Juana Diaz,PR,432.4,425.4 - 477.1 (642),2007-2009
Judith Basin,MT,405.2,139.6 - 425.3 (645),2007-2009
Juncos,PR,342.7,139.6 - 425.3 (645),2007-2009
Juneau,AK,360.2,139.6 - 425.3 (645),2007-2009
Juneau,WI,444.8,425.4 - 477.1 (642),2007-2009
Juniata,PA,489.2,477.2 - 529.3 (644),2007-2009
Kalamazoo,MI,440.1,425.4 - 477.1 (642),2007-2009
Kalkaska,MI,491.9,477.2 - 529.3 (644),2007-2009
Kanabec,MN,374.7,139.6 - 425.3 (645),2007-2009
Kanawha,WV,571.9,529.4 - 604.5 (642),2007-2009
Kandiyohi,MN,352.6,139.6 - 425.3 (645),2007-2009
Kane,UT,400,139.6 - 425.3 (645),2007-2009
Kane,IL,409.3,139.6 - 425.3 (645),2007-2009
Kankakee,IL,538.1,529.4 - 604.5 (642),2007-2009
Karnes,TX,579.7,529.4 - 604.5 (642),2007-2009
Kauai,HI,396.4,139.6 - 425.3 (645),2007-2009
Kaufman,TX,623.8,604.6 - 949.9 (643),2007-2009
Kay,OK,565.9,529.4 - 604.5 (642),2007-2009
Kearney,NE,393,139.6 - 425.3 (645),2007-2009
Kearny,KS,425.3,139.6 - 425.3 (645),2007-2009
Keith,NE,486.4,477.2 - 529.3 (644),2007-2009
Kemper,MS,626.4,604.6 - 949.9 (643),2007-2009
Kenai Peninsula,AK,426.2,425.4 - 477.1 (642),2007-2009
Kendall,IL,395.2,139.6 - 425.3 (645),2007-2009
Kendall,TX,449,425.4 - 477.1 (642),2007-2009
Kenedy,TX,433.6,425.4 - 477.1 (642),2007-2009
Kennebec,ME,439.9,425.4 - 477.1 (642),2007-2009
Kenosha,WI,498,477.2 - 529.3 (644),2007-2009
Kent,MI,439.3,425.4 - 477.1 (642),2007-2009
Kent,RI,459.9,425.4 - 477.1 (642),2007-2009
Kent,MD,495.7,477.2 - 529.3 (644),2007-2009
Kent,DE,542.8,529.4 - 604.5 (642),2007-2009
Kent,TX,542.8,529.4 - 604.5 (642),2007-2009
Kenton,KY,491.3,477.2 - 529.3 (644),2007-2009
Keokuk,IA,441.3,425.4 - 477.1 (642),2007-2009
Kern,CA,609.9,604.6 - 949.9 (643),2007-2009
Kerr,TX,419.6,139.6 - 425.3 (645),2007-2009
Kershaw,SC,503,477.2 - 529.3 (644),2007-2009
Ketchikan Gateway,AK,437.4,425.4 - 477.1 (642),2007-2009
Kewaunee,WI,436,425.4 - 477.1 (642),2007-2009
Keweenaw,MI,568.2,529.4 - 604.5 (642),2007-2009
Keya Paha,NE,446.3,425.4 - 477.1 (642),2007-2009
Kidder,ND,406.6,139.6 - 425.3 (645),2007-2009
Kimball,NE,402.2,139.6 - 425.3 (645),2007-2009
Kimble,TX,431.6,425.4 - 477.1 (642),2007-2009
King,WA,379.7,139.6 - 425.3 (645),2007-2009
King,TX,564.3,529.4 - 604.5 (642),2007-2009
King and Queen,VA,483,477.2 - 529.3 (644),2007-2009
King George,VA,382.2,139.6 - 425.3 (645),2007-2009
King William,VA,485.8,477.2 - 529.3 (644),2007-2009
Kingfisher,OK,560.6,529.4 - 604.5 (642),2007-2009
Kingman,KS,474.8,425.4 - 477.1 (642),2007-2009
Kings,CA,520.9,477.2 - 529.3 (644),2007-2009
Kings,NY,635.9,604.6 - 949.9 (643),2007-2009
Kingsbury,SD,453.4,425.4 - 477.1 (642),2007-2009
Kinney,TX,474.7,425.4 - 477.1 (642),2007-2009
Kiowa,KS,483,477.2 - 529.3 (644),2007-2009
Kiowa,CO,503.7,477.2 - 529.3 (644),2007-2009
Kiowa,OK,718.2,604.6 - 949.9 (643),2007-2009
Kit Carson,CO,459.3,425.4 - 477.1 (642),2007-2009
Kitsap,WA,429.1,425.4 - 477.1 (642),2007-2009
Kittitas,WA,437.2,425.4 - 477.1 (642),2007-2009
Kittson,MN,423.4,139.6 - 425.3 (645),2007-2009
Klamath,OR,429,425.4 - 477.1 (642),2007-2009
Kleberg,TX,607.7,604.6 - 949.9 (643),2007-2009
Klickitat,WA,449.4,425.4 - 477.1 (642),2007-2009
Knott,KY,722.5,604.6 - 949.9 (643),2007-2009
Knox,ME,383,139.6 - 425.3 (645),2007-2009
Knox,NE,466.3,425.4 - 477.1 (642),2007-2009
Knox,TN,473.1,425.4 - 477.1 (642),2007-2009
Knox,OH,479.7,477.2 - 529.3 (644),2007-2009
Knox,TX,496.1,477.2 - 529.3 (644),2007-2009
Knox,IL,518.4,477.2 - 529.3 (644),2007-2009
Knox,MO,553.4,529.4 - 604.5 (642),2007-2009
Knox,IN,669.5,604.6 - 949.9 (643),2007-2009
Knox,KY,702.6,604.6 - 949.9 (643),2007-2009
Kodiak Island,AK,441.4,425.4 - 477.1 (642),2007-2009
Koochiching,MN,423,139.6 - 425.3 (645),2007-2009
Kootenai,ID,429.6,425.4 - 477.1 (642),2007-2009
Kosciusko,IN,475.8,425.4 - 477.1 (642),2007-2009
Kossuth,IA,441.6,425.4 - 477.1 (642),2007-2009
Kusilvak,AK,490.7,477.2 - 529.3 (644),2007-2009
La Crosse,WI,379.4,139.6 - 425.3 (645),2007-2009
La Paz,AZ,417.2,139.6 - 425.3 (645),2007-2009
La Plata,CO,387.7,139.6 - 425.3 (645),2007-2009
La Salle,TX,481.3,477.2 - 529.3 (644),2007-2009
La Salle,IL,534.3,529.4 - 604.5 (642),2007-2009
Labette,KS,521.1,477.2 - 529.3 (644),2007-2009
Lac qui Parle,MN,427.8,425.4 - 477.1 (642),2007-2009
Lackawanna,PA,574,529.4 - 604.5 (642),2007-2009
Laclede,MO,656.2,604.6 - 949.9 (643),2007-2009
Lafayette,WI,442.4,425.4 - 477.1 (642),2007-2009
Lafayette,MO,529.4,529.4 - 604.5 (642),2007-2009
Lafayette,FL,541.1,529.4 - 604.5 (642),2007-2009
Lafayette,LA,568,529.4 - 604.5 (642),2007-2009
Lafayette,MS,590.2,529.4 - 604.5 (642),2007-2009
Lafayette,AR,603,529.4 - 604.5 (642),2007-2009
Lafourche,LA,549.4,529.4 - 604.5 (642),2007-2009
LaGrange,IN,513.9,477.2 - 529.3 (644),2007-2009
Lajas,PR,385.9,139.6 - 425.3 (645),2007-2009
Lake,IL,386,139.6 - 425.3 (645),2007-2009
Lake,MT,403.2,139.6 - 425.3 (645),2007-2009
Lake,CO,405,139.6 - 425.3 (645),2007-2009
Lake,MN,408.3,139.6 - 425.3 (645),2007-2009
Lake,FL,411.4,139.6 - 425.3 (645),2007-2009
Lake,OR,411.8,139.6 - 425.3 (645),2007-2009
Lake,SD,453.6,425.4 - 477.1 (642),2007-2009
Lake,OH,479.7,477.2 - 529.3 (644),2007-2009
Lake,MI,504,477.2 - 529.3 (644),2007-2009
Lake,IN,554.1,529.4 - 604.5 (642),2007-2009
Lake,CA,557.5,529.4 - 604.5 (642),2007-2009
Lake,TN,654.3,604.6 - 949.9 (643),2007-2009
Lake and Peninsula,AK,450.9,425.4 - 477.1 (642),2007-2009
Lake of the Woods,MN,415.3,139.6 - 425.3 (645),2007-2009
Lamar,MS,506.3,477.2 - 529.3 (644),2007-2009
Lamar,TX,622.1,604.6 - 949.9 (643),2007-2009
Lamar,AL,687.9,604.6 - 949.9 (643),2007-2009
Lamar,GA,718.3,604.6 - 949.9 (643),2007-2009
Lamb,TX,517.2,477.2 - 529.3 (644),2007-2009
Lamoille,VT,432.9,425.4 - 477.1 (642),2007-2009
LaMoure,ND,427.8,425.4 - 477.1 (642),2007-2009
Lampasas,TX,472.6,425.4 - 477.1 (642),2007-2009
Lancaster,NE,348.4,139.6 - 425.3 (645),2007-2009
Lancaster,PA,415.7,139.6 - 425.3 (645),2007-2009
Lancaster,VA,501.1,477.2 - 529.3 (644),2007-2009
Lancaster,SC,552.4,529.4 - 604.5 (642),2007-2009
Lander,NV,502.5,477.2 - 529.3 (644),2007-2009
Lane,OR,371.5,139.6 - 425.3 (645),2007-2009
Lane,KS,487.7,477.2 - 529.3 (644),2007-2009
Langlade,WI,502.5,477.2 - 529.3 (644),2007-2009
Lanier,GA,643.1,604.6 - 949.9 (643),2007-2009
Lapeer,MI,563.2,529.4 - 604.5 (642),2007-2009
LaPorte,IN,574.5,529.4 - 604.5 (642),2007-2009
Laramie,WY,501.3,477.2 - 529.3 (644),2007-2009
Lares,PR,403.5,139.6 - 425.3 (645),2007-2009
Larimer,CO,368.3,139.6 - 425.3 (645),2007-2009
Larue,KY,549.8,529.4 - 604.5 (642),2007-2009
Las Animas,CO,443.7,425.4 - 477.1 (642),2007-2009
Las Marias,PR,400.9,139.6 - 425.3 (645),2007-2009
Las Piedras,PR,330.3,139.6 - 425.3 (645),2007-2009
LaSalle,LA,759.8,604.6 - 949.9 (643),2007-2009
Lassen,CA,497.6,477.2 - 529.3 (644),2007-2009
Latah,ID,427,425.4 - 477.1 (642),2007-2009
Latimer,OK,672.9,604.6 - 949.9 (643),2007-2009
Lauderdale,AL,496.6,477.2 - 529.3 (644),2007-2009
Lauderdale,MS,623.6,604.6 - 949.9 (643),2007-2009
Lauderdale,TN,715.5,604.6 - 949.9 (643),2007-2009
Laurel,KY,655.8,604.6 - 949.9 (643),2007-2009
Laurens,SC,605.9,604.6 - 949.9 (643),2007-2009
Laurens,GA,746.1,604.6 - 949.9 (643),2007-2009
Lavaca,TX,537.2,529.4 - 604.5 (642),2007-2009
Lawrence,SD,385.1,139.6 - 425.3 (645),2007-2009
Lawrence,PA,502.8,477.2 - 529.3 (644),2007-2009
Lawrence,MO,528.9,477.2 - 529.3 (644),2007-2009
Lawrence,IL,551.5,529.4 - 604.5 (642),2007-2009
Lawrence,TN,553.8,529.4 - 604.5 (642),2007-2009
Lawrence,IN,569,529.4 - 604.5 (642),2007-2009
Lawrence,AR,647.1,604.6 - 949.9 (643),2007-2009
Lawrence,OH,660.9,604.6 - 949.9 (643),2007-2009
Lawrence,KY,686.8,604.6 - 949.9 (643),2007-2009
Lawrence,AL,723,604.6 - 949.9 (643),2007-2009
Lawrence,MS,757.3,604.6 - 949.9 (643),2007-2009
Le Flore,OK,708.6,604.6 - 949.9 (643),2007-2009
Le Sueur,MN,378.8,139.6 - 425.3 (645),2007-2009
Lea,NM,506.7,477.2 - 529.3 (644),2007-2009
Leake,MS,700.9,604.6 - 949.9 (643),2007-2009
Leavenworth,KS,440.5,425.4 - 477.1 (642),2007-2009
Lebanon,PA,461.5,425.4 - 477.1 (642),2007-2009
Lee,FL,378.9,139.6 - 425.3 (645),2007-2009
Lee,IL,471.8,425.4 - 477.1 (642),2007-2009
Lee,GA,488.1,477.2 - 529.3 (644),2007-2009
Lee,TX,506.1,477.2 - 529.3 (644),2007-2009
Lee,NC,529.6,529.4 - 604.5 (642),2007-2009
Lee,AL,544.7,529.4 - 604.5 (642),2007-2009
Lee,SC,631.2,604.6 - 949.9 (643),2007-2009
Lee,IA,634.1,604.6 - 949.9 (643),2007-2009
Lee,AR,645.4,604.6 - 949.9 (643),2007-2009
Lee,VA,665.8,604.6 - 949.9 (643),2007-2009
Lee,KY,726.2,604.6 - 949.9 (643),2007-2009
Lee,MS,737.7,604.6 - 949.9 (643),2007-2009
Leelanau,MI,317.7,139.6 - 425.3 (645),2007-2009
Leflore,MS,905.9,604.6 - 949.9 (643),2007-2009
Lehigh,PA,392.7,139.6 - 425.3 (645),2007-2009
Lemhi,ID,389.3,139.6 - 425.3 (645),2007-2009
Lenawee,MI,537.5,529.4 - 604.5 (642),2007-2009
Lenoir,NC,691.3,604.6 - 949.9 (643),2007-2009
Leon,FL,429.1,425.4 - 477.1 (642),2007-2009
Leon,TX,547,529.4 - 604.5 (642),2007-2009
Leslie,KY,734.1,604.6 - 949.9 (643),2007-2009
Letcher,KY,820.2,604.6 - 949.9 (643),2007-2009
Levy,FL,520.6,477.2 - 529.3 (644),2007-2009
Lewis,ID,465.6,425.4 - 477.1 (642),2007-2009
Lewis,WA,475.6,425.4 - 477.1 (642),2007-2009
Lewis,NY,521.8,477.2 - 529.3 (644),2007-2009
Lewis,MO,618,604.6 - 949.9 (643),2007-2009
Lewis,WV,626.4,604.6 - 949.9 (643),2007-2009
Lewis,KY,630.3,604.6 - 949.9 (643),2007-2009
Lewis,TN,647,604.6 - 949.9 (643),2007-2009
Lewis and Clark,MT,419.8,139.6 - 425.3 (645),2007-2009
Lexington,VA,409.8,139.6 - 425.3 (645),2007-2009
Lexington,SC,466.1,425.4 - 477.1 (642),2007-2009
Liberty,MT,385.4,139.6 - 425.3 (645),2007-2009
Liberty,FL,487.7,477.2 - 529.3 (644),2007-2009
Liberty,GA,569.3,529.4 - 604.5 (642),2007-2009
Liberty,TX,642.8,604.6 - 949.9 (643),2007-2009
Licking,OH,460.3,425.4 - 477.1 (642),2007-2009
Limestone,TX,602.7,529.4 - 604.5 (642),2007-2009
Limestone,AL,604.9,604.6 - 949.9 (643),2007-2009
Lincoln,SD,326.4,139.6 - 425.3 (645),2007-2009
Lincoln,NM,379.3,139.6 - 425.3 (645),2007-2009
Lincoln,ID,390.4,139.6 - 425.3 (645),2007-2009
Lincoln,CO,394,139.6 - 425.3 (645),2007-2009
Lincoln,WI,400.3,139.6 - 425.3 (645),2007-2009
Lincoln,MN,407.3,139.6 - 425.3 (645),2007-2009
Lincoln,ME,411.4,139.6 - 425.3 (645),2007-2009
Lincoln,WY,412,139.6 - 425.3 (645),2007-2009
Lincoln,OR,419.3,139.6 - 425.3 (645),2007-2009
Lincoln,WA,466,425.4 - 477.1 (642),2007-2009
Lincoln,LA,484.1,477.2 - 529.3 (644),2007-2009
Lincoln,NE,485.9,477.2 - 529.3 (644),2007-2009
Lincoln,NV,488.2,477.2 - 529.3 (644),2007-2009
Lincoln,KS,489.2,477.2 - 529.3 (644),2007-2009
Lincoln,MT,493,477.2 - 529.3 (644),2007-2009
Lincoln,KY,501.5,477.2 - 529.3 (644),2007-2009
Lincoln,WV,598.6,529.4 - 604.5 (642),2007-2009
Lincoln,MO,600,529.4 - 604.5 (642),2007-2009
Lincoln,OK,604.6,604.6 - 949.9 (643),2007-2009
Lincoln,GA,637.7,604.6 - 949.9 (643),2007-2009
Lincoln,NC,648.4,604.6 - 949.9 (643),2007-2009
Lincoln,AR,658.8,604.6 - 949.9 (643),2007-2009
Lincoln,MS,664.1,604.6 - 949.9 (643),2007-2009
Lincoln,TN,672.7,604.6 - 949.9 (643),2007-2009
Linn,IA,380.1,139.6 - 425.3 (645),2007-2009
Linn,OR,480.7,477.2 - 529.3 (644),2007-2009
Linn,KS,526,477.2 - 529.3 (644),2007-2009
Linn,MO,591.2,529.4 - 604.5 (642),2007-2009
Lipscomb,TX,576.9,529.4 - 604.5 (642),2007-2009
Litchfield,CT,438.9,425.4 - 477.1 (642),2007-2009
Little River,AR,695.1,604.6 - 949.9 (643),2007-2009
Live Oak,TX,499.5,477.2 - 529.3 (644),2007-2009
Livingston,NY,424.9,139.6 - 425.3 (645),2007-2009
Livingston,MI,474.4,425.4 - 477.1 (642),2007-2009
Livingston,IL,507.6,477.2 - 529.3 (644),2007-2009
Livingston,LA,553.8,529.4 - 604.5 (642),2007-2009
Livingston,MO,594.7,529.4 - 604.5 (642),2007-2009
Livingston,KY,631.2,604.6 - 949.9 (643),2007-2009
Llano,TX,402.8,139.6 - 425.3 (645),2007-2009
Logan,CO,416.5,139.6 - 425.3 (645),2007-2009
Logan,IL,447,425.4 - 477.1 (642),2007-2009
Logan,ND,457.3,425.4 - 477.1 (642),2007-2009
Logan,KS,503.3,477.2 - 529.3 (644),2007-2009
Logan,NE,504.9,477.2 - 529.3 (644),2007-2009
Logan,KY,525.1,477.2 - 529.3 (644),2007-2009
Logan,OH,541.8,529.4 - 604.5 (642),2007-2009
Logan,OK,545.6,529.4 - 604.5 (642),2007-2009
Logan,AR,654.4,604.6 - 949.9 (643),2007-2009
Logan,WV,691.9,604.6 - 949.9 (643),2007-2009
Loiza,PR,356.9,139.6 - 425.3 (645),2007-2009
Long,GA,443.5,425.4 - 477.1 (642),2007-2009
Lonoke,AR,567.2,529.4 - 604.5 (642),2007-2009
Lorain,OH,453.7,425.4 - 477.1 (642),2007-2009
Los Alamos,NM,276.5,139.6 - 425.3 (645),2007-2009
Los Angeles,CA,478.6,477.2 - 529.3 (644),2007-2009
Loudon,TN,460,425.4 - 477.1 (642),2007-2009
Loudoun,VA,343.3,139.6 - 425.3 (645),2007-2009
Louisa,VA,429.8,425.4 - 477.1 (642),2007-2009
Louisa,IA,530.2,529.4 - 604.5 (642),2007-2009
Loup,NE,455.4,425.4 - 477.1 (642),2007-2009
Love,OK,706.5,604.6 - 949.9 (643),2007-2009
Loving,TX,517.1,477.2 - 529.3 (644),2007-2009
Lowndes,GA,610.7,604.6 - 949.9 (643),2007-2009
Lowndes,MS,658.9,604.6 - 949.9 (643),2007-2009
Lowndes,AL,692.6,604.6 - 949.9 (643),2007-2009
Lubbock,TX,520.7,477.2 - 529.3 (644),2007-2009
Lucas,IA,429.6,425.4 - 477.1 (642),2007-2009
Lucas,OH,599.1,529.4 - 604.5 (642),2007-2009
Luce,MI,537.2,529.4 - 604.5 (642),2007-2009
Lumpkin,GA,516.9,477.2 - 529.3 (644),2007-2009
Luna,NM,588.5,529.4 - 604.5 (642),2007-2009
Lunenburg,VA,718.5,604.6 - 949.9 (643),2007-2009
Luquillo,PR,458,425.4 - 477.1 (642),2007-2009
Luzerne,PA,571.7,529.4 - 604.5 (642),2007-2009
Lycoming,PA,502.7,477.2 - 529.3 (644),2007-2009
Lyman,SD,392.7,139.6 - 425.3 (645),2007-2009
Lynchburg,VA,478.6,477.2 - 529.3 (644),2007-2009
Lynn,TX,550.9,529.4 - 604.5 (642),2007-2009
Lyon,MN,392.1,139.6 - 425.3 (645),2007-2009
Lyon,IA,470.2,425.4 - 477.1 (642),2007-2009
Lyon,KS,487.2,477.2 - 529.3 (644),2007-2009
Lyon,NV,509.3,477.2 - 529.3 (644),2007-2009
Lyon,KY,618,604.6 - 949.9 (643),2007-2009
Mackinac,MI,485.2,477.2 - 529.3 (644),2007-2009
Macomb,MI,551.7,529.4 - 604.5 (642),2007-2009
Macon,NC,484.6,477.2 - 529.3 (644),2007-2009
Macon,IL,497.4,477.2 - 529.3 (644),2007-2009
Macon,MO,559.5,529.4 - 604.5 (642),2007-2009
Macon,TN,658,604.6 - 949.9 (643),2007-2009
Macon,GA,704.7,604.6 - 949.9 (643),2007-2009
Macon,AL,718.6,604.6 - 949.9 (643),2007-2009
Macoupin,IL,517.7,477.2 - 529.3 (644),2007-2009
Madera,CA,476.9,425.4 - 477.1 (642),2007-2009
Madison,MT,371.2,139.6 - 425.3 (645),2007-2009
Madison,VA,398.7,139.6 - 425.3 (645),2007-2009
Madison,IA,422.5,139.6 - 425.3 (645),2007-2009
Madison,NY,444.3,425.4 - 477.1 (642),2007-2009
Madison,NC,458.3,425.4 - 477.1 (642),2007-2009
Madison,ID,459.7,425.4 - 477.1 (642),2007-2009
Madison,AL,478.1,477.2 - 529.3 (644),2007-2009
Madison,IN,491.2,477.2 - 529.3 (644),2007-2009
Madison,GA,511.2,477.2 - 529.3 (644),2007-2009
Madison,OH,516.2,477.2 - 529.3 (644),2007-2009
Madison,AR,525.3,477.2 - 529.3 (644),2007-2009
Madison,NE,527.5,477.2 - 529.3 (644),2007-2009
Madison,KY,535.3,529.4 - 604.5 (642),2007-2009
Madison,IL,538.6,529.4 - 604.5 (642),2007-2009
Madison,TN,567,529.4 - 604.5 (642),2007-2009
Madison,TX,569.6,529.4 - 604.5 (642),2007-2009
Madison,FL,617,604.6 - 949.9 (643),2007-2009
Madison,MS,659.1,604.6 - 949.9 (643),2007-2009
Madison,MO,661.7,604.6 - 949.9 (643),2007-2009
Madison,LA,932.3,604.6 - 949.9 (643),2007-2009
Magoffin,KY,659.4,604.6 - 949.9 (643),2007-2009
Mahaska,IA,515.4,477.2 - 529.3 (644),2007-2009
Mahnomen,MN,419.4,139.6 - 425.3 (645),2007-2009
Mahoning,OH,544.8,529.4 - 604.5 (642),2007-2009
Major,OK,731.2,604.6 - 949.9 (643),2007-2009
Malheur,OR,500.5,477.2 - 529.3 (644),2007-2009
Manassas,VA,396.5,139.6 - 425.3 (645),2007-2009
Manassas Park,VA,396.5,139.6 - 425.3 (645),2007-2009
Manatee,FL,432.6,425.4 - 477.1 (642),2007-2009
Manati,PR,367.6,139.6 - 425.3 (645),2007-2009
Manistee,MI,471,425.4 - 477.1 (642),2007-2009
Manitowoc,WI,418.7,139.6 - 425.3 (645),2007-2009
Marathon,WI,369.9,139.6 - 425.3 (645),2007-2009
Marengo,AL,716.9,604.6 - 949.9 (643),2007-2009
Mariana Islands,MP,575.1,529.4 - 604.5 (642),2007-2009
Maricao,PR,394,139.6 - 425.3 (645),2007-2009
Maricopa,AZ,398.1,139.6 - 425.3 (645),2007-2009
Maries,MO,597.7,529.4 - 604.5 (642),2007-2009
Marin,CA,305.8,139.6 - 425.3 (645),2007-2009
Marinette,WI,514.4,477.2 - 529.3 (644),2007-2009
Marion,OR,442.4,425.4 - 477.1 (642),2007-2009
Marion,KS,458.1,425.4 - 477.1 (642),2007-2009
Marion,FL,474.3,425.4 - 477.1 (642),2007-2009
Marion,IA,474.6,425.4 - 477.1 (642),2007-2009
Marion,AR,502.5,477.2 - 529.3 (644),2007-2009
Marion,IN,543.2,529.4 - 604.5 (642),2007-2009
Marion,KY,549.4,529.4 - 604.5 (642),2007-2009
Marion,IL,555.1,529.4 - 604.5 (642),2007-2009
Marion,WV,555.9,529.4 - 604.5 (642),2007-2009
Marion,OH,556.9,529.4 - 604.5 (642),2007-2009
Marion,MO,564.5,529.4 - 604.5 (642),2007-2009
Marion,TX,592.1,529.4 - 604.5 (642),2007-2009
Marion,TN,604.5,529.4 - 604.5 (642),2007-2009
Marion,GA,643.1,604.6 - 949.9 (643),2007-2009
Marion,MS,731.9,604.6 - 949.9 (643),2007-2009
Marion,AL,773.5,604.6 - 949.9 (643),2007-2009
Marion,SC,775.6,604.6 - 949.9 (643),2007-2009
Mariposa,CA,465.3,425.4 - 477.1 (642),2007-2009
Marlboro,SC,815.8,604.6 - 949.9 (643),2007-2009
Marquette,WI,409.5,139.6 - 425.3 (645),2007-2009
Marquette,MI,489.7,477.2 - 529.3 (644),2007-2009
Marshall,MN,392.5,139.6 - 425.3 (645),2007-2009
Marshall,KS,438,425.4 - 477.1 (642),2007-2009
Marshall,SD,445.2,425.4 - 477.1 (642),2007-2009
Marshall,IA,457.9,425.4 - 477.1 (642),2007-2009
Marshall,IL,512.3,477.2 - 529.3 (644),2007-2009
Marshall,IN,527.8,477.2 - 529.3 (644),2007-2009
Marshall,OK,599.9,529.4 - 604.5 (642),2007-2009
Marshall,WV,601.5,529.4 - 604.5 (642),2007-2009
Marshall,TN,629.4,604.6 - 949.9 (643),2007-2009
Marshall,KY,661.8,604.6 - 949.9 (643),2007-2009
Marshall,MS,700.7,604.6 - 949.9 (643),2007-2009
Marshall,AL,740.2,604.6 - 949.9 (643),2007-2009
Martin,FL,341.8,139.6 - 425.3 (645),2007-2009
Martin,MN,382.3,139.6 - 425.3 (645),2007-2009
Martin,TX,549.5,529.4 - 604.5 (642),2007-2009
Martin,IN,569.2,529.4 - 604.5 (642),2007-2009
Martin,NC,659.8,604.6 - 949.9 (643),2007-2009
Martin,KY,673.7,604.6 - 949.9 (643),2007-2009
Martinsville,VA,655.9,604.6 - 949.9 (643),2007-2009
Mason,TX,415.5,139.6 - 425.3 (645),2007-2009
Mason,WA,449.1,425.4 - 477.1 (642),2007-2009
Mason,MI,495.5,477.2 - 529.3 (644),2007-2009
Mason,IL,504.7,477.2 - 529.3 (644),2007-2009
Mason,KY,519.5,477.2 - 529.3 (644),2007-2009
Mason,WV,571.5,529.4 - 604.5 (642),2007-2009
Massac,IL,565.4,529.4 - 604.5 (642),2007-2009
Matagorda,TX,526.7,477.2 - 529.3 (644),2007-2009
Matanuska-Susitna,AK,420.2,139.6 - 425.3 (645),2007-2009
Mathews,VA,493.6,477.2 - 529.3 (644),2007-2009
