FIPS,year,percent_65plus,percent_opioid_deaths,physician_ratio,percent_poor_health,percent_rural,percent_no_health_insurance,percent_nonwhite,percent_limited_english,percent_no_vehicles,percent_veterans,percent_public_transit,percent_disabled
01097,2012,13.726148819765308,,1033.1616162,21.8,19.7,17.7,39.214449777708786,,7.1,11.431224955024582,0.5,15.6
01099,2012,16.730879943315177,,2264.8,21.0,78.4,16.5,44.55703909885617,,9.4,7.199674853393717,0.0,18.7
01101,2012,12.532659891468667,,947.3628692,18.5,11.9,15.4,59.24464634486607,,8.0,12.184905947757215,0.8,16.0
01103,2012,14.957286306639356,,1368.2,13.8,43.7,16.9,17.475069136009385,,5.1,10.812271779540415,0.2,15.5
01105,2012,17.327560759618223,,2688.25,30.099999999999998,100.0,16.2,69.73871733966746,,10.2,9.018567639257293,0.2,28.3
01107,2012,17.598011290071987,,1938.5,23.7,100.0,16.5,42.74152499236486,,12.2,9.922295277943812,0.6,24.1
01109,2012,13.364443775402679,,1898.1875,23.4,59.8,18.0,41.16641221374046,,9.4,9.324734154861991,0.6,14.9
01111,2012,18.124528469356054,,3231.4285714000002,18.6,78.2,18.2,22.707175064571203,,8.2,9.518655653659925,0.3,20.8
01113,2012,12.18608695652174,,2793.6111110999996,22.7,35.9,16.6,45.60050428269495,,8.7,14.058620248304107,0.5,21.2
01115,2012,14.149195974563774,,4014.35,18.9,87.4,15.3,11.127738537052556,,3.3,10.90479565320104,0.1,16.2
01117,2012,11.84847097236601,,1083.2356322,12.0,36.1,11.3,16.81904557025564,,2.6,9.527148730217657,0.1,11.1
01119,2012,15.148809523809522,,2620.4,25.2,100.0,17.2,75.6602531275148,,13.4,6.60377358490566,0.5,25.6
01121,2012,15.035424731575485,,2596.6129032,29.5,55.50000000000001,14.7,34.38085505024698,,7.7,11.018631764537702,0.7,20.2
01123,2012,18.339504969791463,,1779.1304348,25.0,75.3,16.0,29.207396349978332,,8.8,11.513555383423704,0.5,20.2
01125,2012,11.177171829965745,,1027.0056497,16.6,29.100000000000005,15.2,32.65466862973221,,6.6,8.0075306342001,0.5,12.6
01127,2012,17.124531041994434,,1862.2432432,31.1,77.0,15.8,8.521845529425809,,5.8,10.693970420932878,0.3,23.2
01129,2012,16.038726233523853,,4272.0,20.6,100.0,17.7,34.5722985006032,,5.7,8.226972166692297,0.0,22.0
01131,2012,16.174128472836667,,3154.25,,100.0,18.0,73.24449000512557,,15.4,5.766526019690577,0.2,16.4
01133,2012,19.08403257140495,,3438.2857143,19.5,83.8,17.7,3.5404387688277668,,5.5,9.694943585457585,0.4,24.3
02013,2012,6.587735276259867,,0.0,15.7,100.0,41.6,76.84649967886962,,21.3,3.2292032292032293,0.3,6.4
02016,2012,4.193093727977449,,2302.0,21.1,43.3,29.3,66.22480479389867,,18.4,8.824804856895057,0.2,7.3
02020,2012,8.091733583678396,10.5,893.21974522,12.0,3.9,19.8,33.20410333825093,,6.0,14.869684234876818,1.7,10.7
02050,2012,6.17920253738106,,1147.6666667000002,19.3,72.3,29.6,88.32053072625699,,59.2,7.56826094923951,0.0,10.1
02060,2012,9.19305413687436,,-956.0,16.4,100.0,24.1,45.425188374596345,,13.1,13.521545319465082,0.0,14.1
02068,2012,8.018867924528301,,0.0,7.1,100.0,23.1,12.519561815336463,,1.1,13.169014084507042,0.6,10.4
02070,2012,7.759143261264902,,492.6,12.5,100.0,29.0,81.82934315531001,,36.1,6.464460784313726,0.7,12.3
02090,2012,7.2614169931512995,,1467.9253731,11.8,30.4,21.1,22.126062569855314,,5.5,17.02742132372644,1.5,10.1
02100,2012,15.521924718665115,,387.83333333,15.4,100.0,31.1,17.88,,6.3,14.501825769431404,0.7,15.5
02105,2012,15.846736045411541,,,,,33.7,51.648862052949376,,30.6,13.3674630261661,1.6,18.6
02110,2012,9.365736166007906,,755.87804878,10.4,17.9,18.8,30.158679984827412,,8.0,11.621497473587505,4.8,9.7
02122,2012,12.650263620386642,,1411.8684211,14.099999999999998,84.2,24.5,15.185492302700364,,5.3,14.511392165221922,0.9,15.6
02130,2012,10.925777551169059,,872.06666667,13.8,24.1,24.7,32.31792975970425,,13.4,13.898953301127214,2.9,12.7
02150,2012,7.4303626130939655,,1013.0769231,12.0,22.6,27.7,43.11451495258935,,10.5,11.851935702965815,0.8,11.4
02158,2012,5.157813702848345,,,,,,,,,,,
02164,2012,8.489993935718617,,0.0,15.0,100.0,33.7,72.21147646679562,,49.6,8.108108108108109,3.5,15.8
02170,2012,8.62218047119357,,2080.9512195,14.899999999999999,64.5,21.7,14.762816422037863,,3.5,15.060517364132583,0.9,11.2
02180,2012,6.412866449511401,,1554.3333332999998,16.6,67.9,28.4,83.32985386221294,,55.2,9.934515253154448,0.2,10.4
02185,2012,4.939162713961641,,1681.25,20.4,41.5,25.4,67.69346356123216,,51.7,9.052092228864218,1.5,8.7
02188,2012,6.3595068137573,,2489.0,20.2,57.4,30.2,88.58044994079727,,67.0,8.457305889545546,0.8,10.2
02195,2012,12.602990540128168,,,,,26.4,27.94348508634223,,10.8,12.073047007101792,0.2,10.1
02198,2012,11.334267476257201,,,,,31.4,50.1873996073532,,13.0,12.56856665871691,1.5,14.9
02220,2012,12.154818675834536,,458.47368421,12.0,17.1,25.3,34.12279717139971,,11.2,12.865671641791046,1.6,9.1
02230,2012,11.022044088176353,,,,,25.7,23.904761904761905,,5.6,7.151230949589683,0.9,6.0
02240,2012,10.220301171221417,,3412.0,16.6,100.0,29.7,19.107827816451202,,6.8,18.917262512768133,0.3,12.2
02261,2012,9.287035134579822,,1333.1428571,16.4,100.0,24.8,26.253380486790096,,5.6,12.567774224940914,0.4,11.5
02275,2012,17.272727272727273,,,,,22.9,26.351351351351347,,10.9,17.94470526864893,0.2,23.5
02282,2012,11.596385542168674,,-650.0,13.3,100.0,36.3,61.49068322981367,,7.3,10.975609756097562,1.1,7.0
02290,2012,10.903593027392388,,0.0,17.4,100.0,36.8,78.09118325350364,,48.9,10.991695163654128,0.3,16.5
04001,2012,12.34822578188816,,3160.0,19.4,76.1,25.3,76.01580608226982,,12.2,8.75854330307049,0.8,14.4
04003,2012,18.1476628010029,,2214.2241379,18.0,33.6,18.8,19.715828490367453,,6.9,20.15101414341193,0.5,16.6
04005,2012,9.685190898006551,,1107.1206897,11.3,35.9,24.8,37.379021125131516,,5.9,8.254712374255298,1.5,10.9
04007,2012,24.86507906555459,,1452.0277778,21.5,44.9,20.9,20.86233999550865,,8.0,14.902622880650608,0.5,18.7
04009,2012,12.103201404835877,,2011.3333333,18.3,55.60000000000001,21.1,24.631550586016434,,7.4,10.64682956078549,0.7,13.2
04011,2012,11.946599726152442,,2686.0,,49.8,14.6,13.756983240223464,,4.8,13.358527768649358,0.9,10.4
04012,2012,35.100628624336046,,2222.7777778,22.7,56.3,26.9,28.43108504398827,,7.1,18.401278030885745,0.3,17.1
04013,2012,12.938121674323403,5.9,1372.9667014000001,14.7,2.9,20.0,18.928637710417902,,6.6,9.743509197175934,2.3,9.8
04015,2012,25.08569096175503,24.3,2274.4302325999997,20.1,24.7,23.1,10.86742604961832,,5.4,16.576619441435913,0.4,18.4
04017,2012,14.459571533737758,,1812.0645160999998,16.5,58.70000000000001,22.6,51.32895778057068,,8.6,9.773380485026689,1.2,18.8
04019,2012,16.472249187353732,15.6,1057.4157068,14.7,8.4,18.8,20.67075209367941,,8.3,12.529481563951189,2.4,13.2
04021,2012,16.125268475425834,8.8,4911.3432836,16.4,35.3,19.6,22.7087145129678,,5.0,13.06260612609434,0.2,12.0
04023,2012,14.364745877235583,,1960.5909090999999,17.1,31.900000000000002,26.6,26.810038889006947,,5.8,6.91912394469595,0.2,8.3
04025,2012,26.16066795603566,14.8,1628.2575758,17.4,37.3,21.8,8.324971601666036,,4.9,16.52921062629687,0.2,17.0
04027,2012,16.284479565378444,,2247.6627906999997,21.7,13.100000000000001,27.3,23.672742083290906,,5.8,11.557277544760009,1.4,11.5
05001,2012,16.547141953174435,,1472.7692308,29.7,36.2,19.4,27.526407062903992,,8.3,9.759934341016347,0.5,19.3
05003,2012,17.2066000464792,,1584.7142857000001,24.6,50.6,18.6,30.571729861079273,,6.5,9.062215477996965,0.4,18.9
05005,2012,29.157740993184035,,1103.8421053,14.000000000000002,67.4,20.3,2.894628748157634,,4.4,17.39976989114081,0.2,22.0
05007,2012,12.457329167695306,,1814.0,13.4,41.1,18.9,13.672149458626839,,4.0,10.389358857414187,0.1,10.2
05009,2012,18.709988482040018,,1228.7666667,14.899999999999999,61.9,19.4,3.415964571181681,,5.9,11.81326401573697,0.0,19.9
05011,2012,17.894549973371205,,1081.7272727,17.8,51.9,23.7,39.1398783666377,,4.9,9.223577699236118,0.5,19.1
05013,2012,18.529746115953014,,5324.0,18.6,100.0,20.4,26.074818537130096,,5.2,10.645765091249416,0.0,26.3
05015,2012,20.001448068638453,,1717.875,21.0,72.2,26.9,8.26836499396069,,4.8,12.477020975724724,0.0,16.5
05017,2012,18.58584101582884,,1204.5,,37.8,21.5,58.54239306063441,,13.2,10.528649008090435,0.3,25.7
05019,2012,15.161502966381017,,1404.8823529000001,17.9,55.1,18.5,26.32537960954447,,7.2,10.929994062719274,0.1,17.6
05021,2012,20.451941438574156,,2629.0,28.499999999999996,61.3,20.3,2.240160190225893,,5.4,10.15480869495468,0.0,23.8
05023,2012,24.147032566083144,,1583.375,22.5,76.4,20.6,2.5184726681883247,,4.1,15.033246603064471,0.4,18.2
05025,2012,17.22615867115809,,8597.0,20.7,100.0,18.9,14.001151410477835,,3.8,10.121147063333845,0.1,21.8
05027,2012,16.110269118912054,,1854.1538462,19.1,59.0,19.0,39.68511605258887,,8.8,8.06764043767342,0.4,20.2
05029,2012,17.50626744241048,,1590.5384615,24.8,72.5,18.8,14.620572560486725,,7.8,10.428607027161723,0.5,19.5
05031,2012,12.468872821097477,,849.26363636,20.2,35.1,19.6,16.45865431345583,,7.0,9.207717626320356,0.3,14.5
05033,2012,14.276945938524657,,2054.3793103,18.2,54.50000000000001,21.4,8.826009404897032,,4.3,12.452473572009406,0.1,17.0
05035,2012,11.536234199333027,,2285.2608695999998,21.5,19.9,17.7,53.97091943577384,,11.2,10.359219789087064,0.6,15.6
05037,2012,16.601705925549343,,2339.75,23.2,58.3,18.7,25.381476720138618,,6.5,8.249271463797355,0.0,19.5
05039,2012,18.87575452716298,,2702.3333333,19.0,54.6,19.6,44.54567840433391,,13.7,7.513884351519111,0.0,25.5
05041,2012,16.211278792692614,,2695.6,21.8,35.7,19.7,51.99659495434143,,14.0,8.462505236698785,0.8,20.6
05043,2012,15.12667660208644,,2664.5714285999998,18.7,53.5,19.4,30.470051034112277,,5.4,7.682584269662922,0.1,17.2
05045,2012,10.484884790293867,,1601.3283582000001,18.1,49.0,16.7,14.694451771740086,,4.6,9.61946758125102,0.3,12.5
05047,2012,17.339495517567794,,3613.8,17.6,84.2,20.0,4.6824958586416345,,5.3,11.525199911965373,0.6,19.6
05049,2012,23.650258854466266,,1468.75,22.0,90.9,21.9,2.885944232176246,,3.2,14.240148163391295,0.0,26.6
05051,2012,21.536097993524837,,1320.2702703,18.1,36.1,21.4,14.685866866149258,,7.2,13.685900810782353,0.4,18.7
05053,2012,15.206785674686774,,4436.0,18.4,77.1,16.7,4.447680932108447,,2.9,13.534444608349313,0.6,16.7
05055,2012,14.531911448333295,,1692.4166667,18.6,48.4,18.2,2.9793482379689276,,5.3,11.500079201647393,0.3,19.4
05057,2012,15.579126387397062,,2088.0909091,,55.3,23.1,35.147241440482524,,7.2,8.772773735794601,1.2,19.1
05059,2012,16.459247321455216,,3988.25,24.5,69.5,17.6,13.416739874587257,,6.3,13.496204933586336,0.1,22.0
05061,2012,15.948811700182816,,2043.5714285999998,18.5,66.9,23.4,30.319071791153007,,8.1,8.297244094488189,0.9,18.0
05063,2012,16.226016832192244,,1014.9411765000001,23.4,69.1,20.8,5.170622334026031,,4.6,10.418319509556436,0.4,17.1
05065,2012,24.51074514437634,,4364.6666667,29.9,100.0,23.3,4.120758043190833,,3.6,14.413599782982187,0.1,24.8
05067,2012,16.464932126696834,,1867.8888889000002,30.9,61.7,19.8,19.737209952474142,,8.8,9.54731349598082,0.0,21.7
05069,2012,14.270975694723584,,976.75308642,16.8,30.5,16.5,57.92076630746005,,8.1,10.504086727540098,0.5,18.0
05071,2012,15.080651385351548,,1309.2631579000001,21.2,76.8,23.6,5.584252954527667,,5.2,8.383202372898996,0.4,15.8
05073,2012,20.751677852348994,,2556.3333333,17.8,100.0,21.8,38.527172486216855,,10.3,9.637939826619071,3.3,22.5
05075,2012,18.98474178403756,,2829.6666667,,63.4,21.0,2.425782603673328,,4.9,11.705461056401074,0.1,20.5
05077,2012,16.290259230164963,,2665.0,,59.5,20.0,57.737296260786195,,20.5,6.89487739742656,0.1,23.0
05079,2012,13.124118476727787,,0.0,21.7,100.0,20.3,33.57803345803628,,11.5,9.290910684547288,0.0,20.4
05081,2012,17.838340043357075,,1837.8571429,17.9,72.7,18.6,25.604530149984694,,6.4,11.79707824694817,0.1,17.2
05083,2012,18.008938343670195,,2822.25,26.0,70.9,19.8,6.187365783822477,,4.8,13.712791872140691,0.2,20.7
05085,2012,11.690367855767448,,4348.8666667,19.5,54.50000000000001,15.9,10.219117087031666,,4.0,15.498078750568112,0.2,16.1
05087,2012,16.3941783676348,,5277.0,17.7,100.0,24.1,4.459614648462422,,3.9,9.862597993762117,0.6,19.0
05089,2012,25.50388063293424,,4200.5,16.3,100.0,22.1,3.165390138822403,,4.1,16.678810842320026,0.0,25.2
05091,2012,14.451595172113688,,1547.3571429,24.9,41.8,18.6,27.323989044627034,,8.8,10.607768469154607,0.6,18.0
05093,2012,12.739007310166182,,2125.4545454999998,27.500000000000004,34.2,18.8,36.5460895059067,,9.9,9.79738856371004,0.2,19.7
05095,2012,20.1807995925643,,2088.75,24.9,63.1,21.3,43.376304481276854,,13.8,11.151707704527404,0.0,25.6
05097,2012,23.897216274089935,,9097.0,24.0,100.0,23.2,4.834444091822702,,4.1,15.095601016178634,0.0,29.7
05099,2012,18.262431249298462,,3049.6666667,33.2,69.7,18.6,32.977896256803284,,7.5,13.04795528096499,0.2,23.8
05101,2012,22.34227521112767,,4147.0,18.3,100.0,24.1,5.117064928795559,,6.6,14.370618713806765,0.1,22.0
05103,2012,17.296637530514214,,1978.3076923,21.0,57.49999999999999,16.4,42.70873561442805,,9.1,11.318564868547206,0.4,21.2
05105,2012,17.980247869868318,,10297.0,,100.0,20.6,4.9937578027465666,,4.8,12.187849422288483,0.0,20.2
05107,2012,15.465856481481483,,2384.2222222,21.1,47.1,17.9,64.07650374203085,,12.4,9.301428020069471,0.0,23.7
05109,2012,17.57597298738226,,2140.8,24.4,100.0,25.2,10.07903383358494,,6.1,9.52549158130225,2.0,28.3
05111,2012,16.465698176879705,,6179.0,25.6,63.800000000000004,20.3,9.124296090753285,,9.1,10.62992125984252,0.1,19.6
05113,2012,20.592556317335944,,1436.9285714000002,23.1,74.2,23.9,6.8565863160457745,,4.8,14.401480347115875,0.1,25.0
05115,2012,13.785505580303683,,1457.8536585000002,19.1,58.20000000000001,20.8,9.55652919017671,,5.3,10.241014620991868,0.1,17.1
05117,2012,21.068144305588305,,8657.0,21.4,100.0,21.7,13.904607922392886,,7.6,11.689079355696762,0.5,22.8
05119,2012,12.656175733830047,5.0,611.88511327,14.7,12.6,16.8,40.628939024231116,,7.9,10.972371202732678,1.0,13.2
05121,2012,19.002242152466366,,2007.3333333,20.4,68.4,21.3,2.8734993330369054,,8.7,10.95403798753081,0.0,19.7
05123,2012,13.10374392683624,,2020.0,20.3,51.300000000000004,18.5,55.04645946811919,,11.5,9.283311530555038,0.5,21.3
05125,2012,15.697851797347498,,1767.5090909000003,18.0,49.8,15.1,8.478297270646895,,4.2,12.81496329271142,0.2,16.9
05127,2012,17.94616151545364,,11228.0,13.8,72.8,23.7,10.143240823634736,,5.9,11.835951552943998,0.0,20.3
05129,2012,22.960649594003748,,2677.0,21.0,100.0,25.6,3.535477534986496,,7.5,14.157511991335292,0.4,25.5
05131,2012,13.670034725760557,,755.77777778,18.6,21.1,22.2,16.945029611669778,,6.7,11.110992654505912,0.5,16.8
05133,2012,13.014894112171282,,1667.7,20.3,63.0,29.3,31.275768641771705,,7.7,9.10910910910911,0.5,16.1
05135,2012,24.75636961371375,,2210.875,,82.5,23.8,3.733070957286723,,4.9,14.864765273785835,0.0,19.7
05137,2012,23.44921065220858,,2004.6666667,21.9,100.0,23.5,2.8926282051282053,,8.0,14.12167606768735,0.0,24.2
05139,2012,16.10337485621987,,1023.9285714,20.4,51.5,18.3,35.469058037216904,,7.3,9.614775391243743,0.3,21.2
05141,2012,23.843374898030532,,4123.25,24.2,100.0,21.8,3.8843407071938687,,6.0,13.312852022529443,0.8,20.3
05143,2012,10.188141068021684,,1133.3908046,14.499999999999998,30.4,20.8,19.651861979740957,,5.7,8.320363548007908,0.8,11.8
05145,2012,14.42631706107501,,1703.8636364,17.9,55.60000000000001,19.9,8.296648356642903,,5.6,10.868744422324433,0.4,17.1
05147,2012,19.11514463981849,,1494.4,,100.0,21.1,30.680253373726245,,15.1,9.701625871002323,0.0,20.8
05149,2012,15.950329912023461,,2465.3333333,23.4,81.6,26.6,15.794490083057234,,4.8,9.46792823789629,0.2,21.5
06001,2012,11.787761848002656,2.0,786.69127876,15.1,0.6,14.7,54.07362771394779,,10.5,5.674367427360233,11.9,9.2
06003,2012,16.666666666666664,,0.0,,100.0,18.6,28.82205513784461,,4.7,13.268608414239482,0.0,13.9
06005,2012,23.0622035360069,,1726.3636364,17.5,62.2,15.3,11.815485647706812,,3.9,15.924782843870311,0.7,17.0
06007,2012,16.15708859097474,,1322.3072289000002,14.2,18.1,19.3,16.10533346054766,,6.9,11.430857156012408,1.1,16.7
06009,2012,23.43411804083454,,2347.2,14.2,82.0,16.5,9.15024062232184,,3.7,14.643975493533015,0.5,17.8
06011,2012,12.422476978011652,,3022.1428570999997,,48.9,22.8,27.57278822260772,,6.4,7.946798556342735,0.2,12.4
06013,2012,13.369056413264188,3.9,959.27408793,14.899999999999999,2.1,13.8,36.2648246703807,,5.7,7.59226020934671,9.2,9.8
06015,2012,14.412912380276694,,1312.4090909000001,,31.6,17.9,25.435148792813028,,7.4,14.4175471445767,0.4,21.1
06017,2012,16.445798144815175,,1246.5422535,10.0,36.8,13.4,12.768716644221655,,4.0,12.47330935354896,1.3,11.4
06019,2012,10.55018544090493,4.9,1240.5673077,20.4,12.6,22.3,41.22460954501637,,9.2,6.76470993829648,1.3,11.6
06021,2012,13.970773042260602,,9375.6666667,,43.4,22.9,18.62668281216611,,7.0,8.478593649696311,0.4,15.0
06023,2012,14.209493802574086,16.6,1171.3818182,14.000000000000002,30.3,20.9,17.050708398787943,,7.0,9.642150826523379,1.2,15.5
06025,2012,10.956250884893105,,2965.3272727,30.9,14.499999999999998,22.6,30.536005579668796,,10.3,5.409396082654202,1.3,13.4
06027,2012,19.83543131164514,,637.88888889,,42.3,20.2,19.860344267619357,,7.4,11.220283083688333,0.2,12.3
06029,2012,9.464905354460958,5.4,1559.9706457999998,24.4,11.8,21.0,28.52697898952873,,7.4,7.851264492100679,1.0,12.0
06031,2012,8.556801398758866,,2253.7272727,22.6,13.0,19.8,27.00648761037491,,6.7,10.562164327892622,1.2,10.4
06033,2012,19.240391531413202,,1627.3,21.8,44.6,20.6,16.437228091982597,,6.7,14.13326495186997,0.5,20.1
06035,2012,10.865621933450296,,1919.2777778000002,15.8,58.70000000000001,13.4,29.551230218320434,,6.8,11.513009735647715,0.7,15.8
06037,2012,11.475087754614194,2.3,1070.9948527000001,22.4,0.7,24.5,46.85280239153889,,9.7,4.6428209141526535,7.1,9.4
06039,2012,12.155589432906346,,1892.0128204999999,31.3,34.0,24.7,19.10633071075258,,5.5,7.8018593086044055,0.2,11.7
06041,2012,18.304232194672363,,596.98317308,8.1,5.8,12.3,20.36999671623958,,5.0,7.913615229581146,8.6,8.6
06043,2012,23.23136289916671,,2565.7142857,,100.0,18.7,11.328532952234376,,2.8,14.94229871256087,4.2,17.9
06045,2012,17.226881129135734,,912.61702128,15.9,46.4,21.9,16.825193829430102,,6.5,10.689736208213384,0.7,16.0
06047,2012,9.928814300007284,,1851.1818182,26.8,17.0,20.8,32.34697618546167,,7.7,6.551455404936488,0.4,14.7
06049,2012,21.67682600791359,,3029.6666667,,70.0,22.2,11.817705605028811,,6.3,15.59978483055406,0.0,20.9
06051,2012,10.857581466750402,,1431.2222222,8.2,54.89999999999999,22.8,16.39517664480643,,4.6,8.180497548574541,2.9,10.1
06053,2012,11.25549685960997,5.6,1438.5106383,22.6,11.0,23.5,25.565895160728402,,5.6,7.371626482841702,2.1,8.4
06055,2012,16.02159696256623,,1019.778626,14.7,16.0,18.4,19.943063727642635,,4.8,9.23012536382141,1.3,10.7
06057,2012,21.44349226081906,,1172.253012,10.3,43.3,16.7,7.041138437490484,,4.3,12.549221885339742,0.5,12.8
06059,2012,12.354113034539846,6.6,913.55165037,15.2,0.2,19.3,37.580282212162125,,4.8,5.984450443015184,2.9,7.6
06061,2012,16.476574058396228,,848.36069652,9.3,21.3,12.8,15.528145477813263,,3.9,11.512576748620134,1.2,10.5
